AH4_LAKE_ID,GRAND_ID,Hylak_id,GLWD_ID,CTR_LONWGS84,CTR_LATWGS84,WATERBODY_DAM_BRANCH,TYPE,AREA,EL_SPL,EL_LIM,EL_MIN,EL_ZERO,OPS_AMP,OPS_PHA,OPS_MEAN,SPL_COEFF,SPL_EXP,BR_FRAC,BR_MX_MAIN,BR_MN_MAIN,BR_MX_BR,BR_DEST_LONWGS84,BR_DEST_LATWGS84,SOURCE,SOURCE_ELEVS,SOURCE_OPS,SOURCE_SPILL,SOURCE_BRAN
100070,0,0,285,-90.682648,51.080182,St Joseph - REG_Rat Portage - BR_Albany-to-Nelson,Reservoir,594809508,373,372.32,372.09,363,0.2,92,99.3,300,3.5,0.25,1000000,0,0,-91.6796,50.7273,1,RATv1 RegData,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData
108654,6,40,0,-122.447942,56.141003,Williston - REG_WAC Bennett,Reservoir,1632642802,695,688.46,686.28,681.6,0.67,80,1050,92,1.75,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108686,710,0,0,-103.589731,53.492517,Tobin - REG_EB Campbell,Reservoir,254384462,314,313.78,313.71,297.4,0.44,305,450.2,5000,1.5,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108691,717,0,0,-95.687607,50.363955,Du Bonnet - REG_McArthur,Reservoir,111230206,301,300.29,300.05,284.4,0.17,122,958.4,1450,0.75,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108661,249,0,0,-116.383875,52.145773,Abraham - REG_Big Horn,Reservoir,48448725,1319,1300.99,1294.98,1278.74,0.25,305,79.3,125,0.25,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108694,725,0,0,-103.383595,49.193602,Rafferty - REG_Boundary ,Reservoir,35303412,550,549.47,549.3,512.02,1,214,2.5,36.4,1.75,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108674,278,0,0,-114.278338,49.637657,Oldman - REG_Oldman,Reservoir,19279911,1118,1114.61,1113.48,1093.47,2.1,275,35.8,250,1.75,0,0,0,0,0,0,2,RATv1 RegData,RATv1 RegData,RATv1 RegData,*NONE*
108794,5056,0,0,92.354912,55.751901,Krasnoyarskoye - REG_Krasnoyarsk,Reservoir,1635881090,239,231.92,229.56,189.5,0.24,214,2655.5,910.1,2.856,0,0,0,0,0,0,3,RATv1 RegData,RATv1 RegData,AHYPEv4 LakeData,*NONE*
108797,5180,0,0,112.493008,63.028595,Vilyuyskoye - REG_Vilyui,Reservoir,1534039213,245,241.23,239.97,218.4,0.62,45,646.8,47,1.292,0,0,0,0,0,0,3,RATv1 RegData,RATv1 RegData,AHYPEv4 LakeData,*NONE*
108789,4785,0,0,83.306365,54.774393,Novosibirskoye - REG_Novosibrisk,Reservoir,1049944881,114,112.15,111.54,105,0.77,336,1517,829,2.314,0,0,0,0,0,0,3,RATv1 RegData,RATv1 RegData,AHYPEv4 LakeData,*NONE*
108795,5057,0,0,91.450647,52.683955,Sayano Shushenskoye - REG_Sayano Shushenskaya,Reservoir,285966198,541,526.03,521.04,419.12,0.67,275,1488.4,71.5,1.094,0,0,0,0,0,0,3,RATv1 RegData,RATv1 RegData,AHYPEv4 LakeData,*NONE*
108678,702,0,0,-98.493308,57.45316,Southern Indian - REG_Missi Falls Control - BR_Churchill-to-Nelson,Reservoir,2333438592,258,257.21,256.95,248.2,0.13,183,983.2,2647.1,1.5,0.15,0,14,970,-99.1466,56.4958,4,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,HHYPEv3 DamData
108685,0,0,13,-98.528003,53.455987,Winnipeg - REG_Jenpeg,Reservoir,23935913397,218,217.71,217.61,206,0.33,122,2195.8,600,3.5,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108682,706,0,0,-103.164925,56.350663,Reindeer - REG_Whitesand Rapids,Reservoir,5975712869,336,335.25,335,319.1,0.3,31,330.9,300,1.6,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
100009,0,0,44,-94.458631,49.684757,Of The Woods - REG_Norman,Reservoir,4043274378,323,322.56,322.41,296.4,0.22,60,445.9,297.3,2.673,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108688,712,0,0,-99.299377,53.16689,Cedar - REG_Grand Rapids,Reservoir,2600983209,257,255.92,255.56,249.3,0.4,70,576.2,500,5,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108690,714,0,0,-92.902186,50.537202,Seul - REG_Ear Falls,Reservoir,1489006694,357,355.86,355.48,331.92,0.56,92,277.8,260,1.3,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108697,731,0,0,-93.170403,48.732324,Rainy - REG_Kettle Falls,Reservoir,1182597300,338,337.29,337.05,313,0.5,63,281,700.3,2,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108664,253,0,0,-106.807487,51.142769,Diefenbaker - REG_Gardiner,Reservoir,377460552,557,554.01,553.02,529.17,0.45,61,200.2,115,1.2,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108598,0,0,37,-97.892218,50.249291,Manitoba - REG_Fairford,Reservoir,17052242,364,363.88,363.84,359,0.73,183,41.4,700,1.7,0,0,0,0,0,0,5,RATv1 RegData,RATv1 RegData,HHYPEv3 DamData,*NONE*
108724,1995,0,0,-69.515954,54.758591,Caniapiscau - REG_Brisay - BR_Koksoak-to-GrBaleine,Reservoir,3024035138,499,498.999,498.998,399.3,0,0,0,1000,2,0.52,1000000,0,0,-70.627,54.606,6,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,HHYPEv3 DamData
108725,1996,0,0,-70.627019,54.60596,Laforge2 - REG_Laforge2 - BR_GrBaleine-to-LaGrande,Reservoir,235700816,475,474.999,474.998,460.7,0,0,0,689.5,2,0.02,1000000,0,0,-71.8261,54.5482,6,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,HHYPEv3 DamData
100406,0,0,1251,-76.419197,51.509717,Nemiscau - BR_Rupert-to-Eastmain,Reservoir,158716922,223,222.999,222.998,206.4,0,0,0,969,1.112,0.3,1000000,0,0,-76.1464,52.2622,6,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,HHYPEv3 DamData
108791,4787,0,0,83.550178,49.497001,Zaysan - REG_Bukhtarma,Reservoir,4160477904,388,387.999,387.998,374.91,0,0,0,1000,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108734,2005,0,0,-68.720788,50.667165,Manicouagan - REG_Daniel Johnson,Reservoir,1656751757,358,357.999,357.998,218.57,0,0,0,999.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108787,4783,0,0,87.853805,68.016131,Khantayskoye - REG_Ust Khantaika,Reservoir,1403891759,16,15.999,15.998,-16.6,0,0,0,13.2,1.57,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108704,740,0,0,-95.137485,47.909408,Red - REG_Lower Red Dam,Reservoir,1144937723,357,356.999,356.998,349.54,0,0,0,40.7,1.115,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108749,2021,0,0,-71.786956,48.620163,St Jean - REG_Isle Maligne Spillway 1,Reservoir,1071725860,98,97.999,97.998,86.7,0,0,0,906.9,1.317,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108727,1998,0,0,-72.477821,54.310442,Laforge1 - REG_Laforge1,Reservoir,875519757,430,429.999,429.998,401.4,0,0,0,986.9,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108780,4350,0,0,33.172175,67.558869,Imandra - REG_Kumskaya,Reservoir,787105927,127,126.999,126.998,114.2,0,0,0,990.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108740,2012,0,0,-69.888499,49.385346,Pipmuacan - REG_Bersimis,Reservoir,756384185,397,396.999,396.998,362.55,0,0,0,63.4,1.847,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108731,2002,0,0,-65.018244,53.359309,Ossokamanuan Reservoir - REG_Gabbro,Reservoir,716255465,478,477.999,477.998,425.72,0,0,0,146,2.954,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108779,4349,0,0,31.470194,68.638095,Kovdozero - REG_Verkhne Tulomskaya,Reservoir,572974524,74,73.999,73.998,67.9,0,0,0,16.4,1.76,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108788,4784,0,0,88.699953,67.014079,Kureiskaya - REG_Kurieskoye,Reservoir,520499058,89,88.999,88.998,49.4,0,0,0,147.5,1.101,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108738,2009,0,0,-68.971392,50.09125,Outardes4 - REG_Outardes4,Reservoir,519722896,363,362.999,362.998,296.03,0,0,0,630.2,2.971,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108781,4351,0,0,31.806884,66.770749,Paduskoye More - REG_Kniazhaya Cuba,Reservoir,458973441,37,36.999,36.998,30.9,0,0,0,33,1.998,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108726,1997,0,0,-66.755153,54.249925,Menihek - REG_Faden,Reservoir,446870810,470,469.999,469.998,469.51,0,0,0,983.3,1.03,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108733,2004,0,0,-70.847124,50.731708,Kempt - REG_Manouan,Reservoir,437772679,493,492.999,492.998,484.01,0,0,0,888.2,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108681,705,0,0,-95.268948,56.349462,Stephens - REG_Kettle Rapids,Reservoir,328083506,138,137.999,137.998,128.44,0,0,0,481.9,1.402,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
100169,0,0,581,-96.326091,56.373004,Split - REG_??,Reservoir,316646246,163,162.999,162.998,143.35,0,0,0,711.5,1.272,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
100187,0,0,646,-101.090196,54.066155,Clearwater - REG_The Pas,Reservoir,290660942,259,258.999,258.998,231.51,0,0,0,763.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108736,2007,0,0,-71.277937,50.1095,Peribonka - REG_Passes Dangereuses,Reservoir,268022969,425,424.999,424.998,364.23,0,0,0,33.9,1.024,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108782,4352,0,0,30.958175,66.60264,Iovskoye - REG_Iova,Reservoir,235686804,72,71.999,71.998,62.76,0,0,0,329.4,1.048,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108720,1398,0,0,-88.281442,50.731184,Waboose - REG_Main Sluice,Reservoir,204812776,326,325.999,325.998,319.08,0,0,0,86.8,2.798,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108737,2008,0,0,-68.618036,50.186789,Manicouagan3 - REG_Manicouagan3,Reservoir,199002242,201,200.999,200.998,128.2,0,0,0,631,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108732,2003,0,0,-67.752118,51.95597,Petit Manicouagan - REG_Hart Jaune,Reservoir,194209842,498,497.999,497.998,476.37,0,0,0,616.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108783,4353,0,0,33.133012,63.910612,Ondozero - REG_Onda,Reservoir,187892230,118,117.999,117.998,106.7,0,0,0,606.4,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108693,719,0,0,-94.577018,50.342681,Umfreville - REG_Caribou Falls,Reservoir,187159849,313,312.999,312.998,299.43,0,0,0,147.6,1.026,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108778,4348,0,0,35.646944,68.785307,Serebrianka 1 - REG_??,Reservoir,150440184,144,143.999,143.998,121.45,0,0,0,527.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108730,2001,0,0,-63.989778,53.645762,Smallwood - REG_West Forebay Dike GJ18,Reservoir,135603062,430,429.999,429.998,422.79,0,0,0,798.9,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108677,701,0,0,-97.357427,58.230364,North Knife - REG_East Forebay Dike GF16,Reservoir,131497690,258,257.999,257.998,246.68,0,0,0,482.9,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108735,2006,0,0,-68.036475,50.160601,Ste Anne - REG_Lac Ste Anne Principal,Reservoir,125755873,293,292.999,292.998,226.88,0,0,0,467.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108741,2013,0,0,-68.448852,49.563535,Manicouagan2 - REG_Manicouagan2,Reservoir,113477523,113,112.999,112.998,51.17,0,0,0,926.6,2.951,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108655,235,0,0,-115.715717,63.741248,Kwejinne - REG_Snare Rapids,Reservoir,106297663,225,224.999,224.998,208.4,0,0,0,411.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108653,2,0,0,-134.681173,63.726833,Mayo - REG_Mayo,Reservoir,93069329,562,561.999,561.998,551.6,0,0,0,373.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108772,3687,0,0,19.497242,68.562652,Altevatn - REG_??,Reservoir,90683118,486,485.999,485.998,472.5,0,0,0,362.2,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108798,6700,0,0,149.860577,61.973792,Kolyma - REG_Kolymskoye,Reservoir,82972680,374,373.999,373.998,288.73,0,0,0,52.2,1.911,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108692,718,0,0,-95.268901,50.325597,Lake of the Woods - REG_Whitedog Falls,Reservoir,72821336,290,289.999,289.998,273.4,0,0,0,380,1.004,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108770,3684,0,0,29.331616,69.172718,Sundvatnet Skogfoss - REG_Inntaksdam,Reservoir,62005992,52,51.999,51.998,36.87,0,0,0,267.6,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108683,707,0,0,-96.56996,55.864766,Nelson River - REG_Kelsey,Reservoir,57556700,180,179.999,179.998,150.45,0,0,0,127.5,1.039,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108714,809,0,0,-95.660803,46.408621,Otter Tail - REG_Otter Tail,Reservoir,55939444,402,401.999,401.998,384,0,0,0,26.2,1.135,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108689,713,0,0,-101.430008,51.09775,Lake of the Prairies - REG_Shellmouth,Reservoir,55922487,420,419.999,419.998,402.9,0,0,0,154.6,1.114,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108775,4345,0,0,29.86413,69.476066,Klistervatnet - REG_Borissoglebskaya,Reservoir,53800796,21,20.999,20.998,10.6,0,0,0,235.4,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108751,2024,0,0,-71.204318,48.318659,Kenogami - REG_Portage Des Roches,Reservoir,53512180,0,-0.001,-0.002,-51,0,0,0,236.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108752,2549,0,0,-19.585967,65.137162,Blanda Dam - REG_??,Reservoir,52698382,455,454.999,454.998,447.63,0,0,0,247.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108745,2017,0,0,-70.988123,49.088845,Onatchiway - REG_Shipshaw,Reservoir,47887560,301,300.999,300.998,290.6,0,0,0,212.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108703,737,0,0,-92.8937,48.069943,Pelican - REG_Pelican Dam,Reservoir,47035944,392,391.999,391.998,381.6,0,0,0,206.6,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108746,2018,0,0,-71.351391,49.09022,RiviËre Peribonka - REG_Chute Du Diable,Reservoir,45624041,176,175.999,175.998,159.85,0,0,0,911.5,2.815,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108762,3073,0,0,12.011118,63.049049,Nesjoen - REG_Nesjo Hoveddam,Reservoir,44644066,710,709.999,709.998,686.41,0,0,0,199.2,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108669,267,0,0,-112.983074,50.477891,Mcgregor - REG_North Dam,Reservoir,44460692,859,858.999,858.998,844.26,0,0,0,201,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108715,836,0,0,-96.773758,45.79311,Browns - REG_Valley Dike,Reservoir,43138025,296,295.999,295.998,2,0,0,0,85.8,1.188,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108684,708,0,0,-102.542241,55.590393,Churchill River - REG_Whitesand Rapids,Reservoir,43063570,293,292.999,292.998,282.6,0,0,0,344.9,1.022,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108723,1406,0,0,-81.012949,48.346331,GRAnD name missing,Reservoir,37795195,271,270.999,270.998,260.6,0,0,0,173.9,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108658,245,0,0,-115.992794,52.881099,Brazeau Reservoir - REG_Brazeau Dam,Reservoir,36177823,951,950.999,950.998,927.67,0,0,0,9.4,1.113,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108748,2020,0,0,-71.088368,48.825327,La Mothe - REG_Chute Des Georges,Reservoir,36169779,298,297.999,297.998,239.82,0,0,0,163.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108743,2015,0,0,-69.526365,49.3635,Bersimis2 - REG_Betsiamites,Reservoir,35794688,115,114.999,114.998,23.68,0,0,0,978.7,2.876,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108755,3052,0,0,14.137544,66.712747,Storglomvatn - REG_??,Reservoir,32850269,509,508.999,508.998,212.49,0,0,0,150.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108765,3084,0,0,8.69458,62.307638,Aursjo - REG_??,Reservoir,30019347,855,854.999,854.998,821.34,0,0,0,139.8,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108680,704,0,0,-94.559665,56.359583,Stephens Lake - REG_Long Spruce,Reservoir,29763797,90,89.999,89.998,79.6,0,0,0,45.5,1.158,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108656,237,0,0,-111.398513,57.455422,McClelland - REG_SyncrudeTailings,Reservoir,29712297,292,291.999,291.998,273.63,0,0,0,136.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108713,804,0,0,-95.801696,46.461752,Dead - REG_East Dam,Reservoir,28837582,402,401.999,401.998,393.39,0,0,0,136,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108679,703,0,0,-94.478094,56.360538,Nelson River - REG_Limestone,Reservoir,27424771,57,56.999,56.998,31.36,0,0,0,880.8,2.899,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108705,744,0,0,-91.363127,47.777511,Birch - REG_Big Chetac,Reservoir,26224158,0,-0.001,-0.002,-3.81,0,0,0,50.4,1.027,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108687,711,0,0,-104.601896,53.254238,Saskatchewan River - REG_Francois Finlay,Reservoir,25246003,345,344.999,344.998,325.19,0,0,0,976.1,2.823,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108702,736,0,0,-93.04047,48.149968,NettRiver - REG_Nett,Reservoir,24833715,389,388.999,388.998,384.05,0,0,0,116.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108744,2016,0,0,-68.673052,49.428869,Outardes2 - REG_Outardes2,Reservoir,24420863,75,74.999,74.998,64.6,0,0,0,116.7,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108668,261,0,0,-112.439294,51.005271,Barkenhouse - REG_Crawling Valley,Reservoir,23257130,775,774.999,774.998,765.23,0,0,0,106,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108776,4346,0,0,34.596106,68.951157,Verkhne - REG_Teriberskaya,Reservoir,23230585,106,105.999,105.998,86.97,0,0,0,5.3,1.349,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108777,4347,0,0,35.415628,68.869199,Serebrianka 2 - REG_??,Reservoir,23175637,74,73.999,73.998,57.5,0,0,0,110.5,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108753,2550,0,0,-18.428755,64.55843,Kvislavatn - REG_Eyvindarver,Reservoir,22448166,599,598.999,598.998,592.18,0,0,0,107.1,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108670,270,0,0,-113.035636,50.23369,Travers - REG_Little Bow,Reservoir,21585968,852,851.999,851.998,822.51,0,0,0,104.1,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108699,732,0,0,-101.744473,48.720813,Darling - REG_Dam83,Reservoir,21313287,486,485.999,485.998,459.6,0,0,0,10.1,2.424,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108712,803,0,0,-95.539182,46.525322,Rush - REG_Rush,Reservoir,20869797,402,401.999,401.998,392,0,0,0,98.9,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108759,3060,0,0,13.825132,65.075424,Namsvatn Hoveddam,Reservoir,20131101,449,448.999,448.998,421,0,0,0,97.6,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108676,281,0,0,-113.283778,49.11589,St Mary - REG_St Mary,Reservoir,19902523,1090,1089.999,1089.998,1057.73,0,0,0,94.7,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108707,774,0,0,-98.030329,47.180919,Ashtabula - REG_Baldhill,Reservoir,19896656,386,385.999,385.998,366.17,0,0,0,77.9,1.261,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108758,3055,0,0,14.45147,66.054742,Gressvatn - REG_??,Reservoir,18869229,594,593.999,593.998,583.6,0,0,0,90.1,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108711,800,0,0,-95.607986,46.722018,Big Pine - REG_Big Pine,Reservoir,18751356,405,404.999,404.998,392.89,0,0,0,91.3,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108760,3065,0,0,12.054724,64.318678,Ytre - REG_Bangsjo Hoveddam,Reservoir,18269712,309,308.999,308.998,298.6,0,0,0,87.6,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108750,2022,0,0,-71.40151,48.595898,RiviËre Saguenay - REG_Chute A Caron,Reservoir,17396000,69,68.999,68.998,-6.7,0,0,0,939.6,2.99,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108695,729,0,0,-102.262963,48.832627,Des Lacs  - REG_Dam 2,Reservoir,16720435,544,543.999,543.998,534.54,0,0,0,82.1,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108747,2019,0,0,-71.636696,49.090837,RiviËre Peribonka - REG_Chute A La Savane,Reservoir,16604822,149,148.999,148.998,118.05,0,0,0,966.5,2.934,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108709,791,0,0,-95.914558,46.776416,Pelican - REG_Pelican Dam,Reservoir,16321712,399,398.999,398.998,386.23,0,0,0,80.2,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108659,246,0,0,-115.504854,52.91579,Brazeau Canal - REG_Brazeau Dike,Reservoir,15414829,955,954.999,954.998,926.36,0,0,0,75.6,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
108767,3107,0,0,7.736774,60.797223,Kongshellervatnet - REG_Nyhellervatn Hoveddam 1,Reservoir,15124869,1373,1372.999,1372.998,1348.91,0,0,0,73.2,2,0,0,0,0,0,0,7,AHYPEv4 LakeData,*DEFAULT*,AHYPEv4 LakeData,*NONE*
