,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
1571,3005193,3429942,311423225.7944444,3005193,49.45271231553837,-114.4821513055257,275,311423225.7944427,275,49.625,245.375,298,502248690.66659164,298,39295737.076842554,0.12618113814921436,0.07823960083338134,0.12618113814921425,0.12025383694749699
1570,3005193,3429942,311423225.7944444,3005193,49.45271231553837,-114.4821513055257,275,311423225.7944427,275,49.375,245.375,250,504791911.06531096,250,97868989.17282173,0.3142636164119015,0.19387986817435204,0.3142636164119012,1.0
1572,3005193,3429942,311423225.7944444,3005193,49.45271231553837,-114.4821513055257,275,311423225.7944427,275,49.625,245.625,299,502248690.66659164,299,18295166.23351194,0.05874695500581516,0.036426508567359996,0.0587469550058151,0.03642650856736001
1569,3005193,3429942,311423225.7944444,3005193,49.45271231553837,-114.4821513055257,275,311423225.7944427,275,49.375,245.625,251,504791911.0653109,251,155963333.31126675,0.5008082904330698,0.3089655953125761,0.5008082904330694,0.3310982330946916
641,3005337,3426592,315585715.3497514,3005337,52.09741030180447,-113.8409496963372,115,315585715.349749,115,52.375,246.125,829,473630135.82255274,829,1851888.8460558625,0.005868100981704764,0.003909989474887804,0.0058681009817047654,0.005123038317305954
639,3005337,3426592,315585715.3497514,3005337,52.09741030180447,-113.8409496963372,115,315585715.349749,115,52.125,246.375,782,476279682.92013264,782,23661868.58984016,0.07497762870419153,0.04968061716335698,0.07497762870419154,0.04968061716335696
638,3005337,3426592,315585715.3497514,3005337,52.09741030180447,-113.8409496963372,115,315585715.349749,115,51.875,246.125,733,478919800.7914906,733,11576303.043084042,0.036681961445100775,0.024171694350395144,0.03668196144510078,0.024171694350395144
640,3005337,3426592,315585715.3497514,3005337,52.09741030180447,-113.8409496963372,115,315585715.349749,115,52.125,246.125,781,476279682.92013264,781,278495654.8707689,0.8824723088690027,0.5847313350913393,0.882472308869003,0.5847313350913389
1152,3005626,3428923,318977473.64869475,3005626,51.369585554230454,-115.09407842231788,199,318977473.64869225,199,51.375,244.875,632,484171556.7142416,632,176340675.48554596,0.5528311246196645,0.36421114177432434,0.5528311246196641,0.3642111417743242
1153,3005626,3428923,318977473.64869475,3005626,51.369585554230454,-115.09407842231788,199,318977473.64869225,199,51.375,244.625,631,484171556.71420425,631,50625403.924068704,0.15871153327844492,0.10456087975847735,0.15871153327844478,0.10456087975847735
1154,3005626,3428923,318977473.64869475,3005626,51.369585554230454,-115.09407842231788,199,318977473.64869225,199,51.375,245.125,633,484171556.71420425,633,92011394.23907784,0.2884573421018913,0.19003882603824687,0.288457342101891,0.19003882603824693
216,3005657,342596,321169243.4995391,3005657,51.12336493875385,-109.21618747674869,40,321169243.4995413,40,51.375,250.625,655,484171556.7142416,655,5394.166581736771,1.6795402084460417e-05,1.114102327353445e-05,1.6795402084460468e-05,1.0
215,3005657,342596,321169243.4995391,3005657,51.12336493875385,-109.21618747674869,40,321169243.4995413,40,51.125,250.875,608,486783099.2995025,608,206471178.37589392,0.6428734461809972,0.4241543691081572,0.6428734461809992,0.6851210835974902
214,3005657,342596,321169243.4995391,3005657,51.12336493875385,-109.21618747674869,40,321169243.4995413,40,51.125,250.625,607,486783099.29954004,607,114692670.95706461,0.3571097584169152,0.2356135024451392,0.35710975841691633,0.3145809881407228
1418,3005692,342948,320301404.385487,3005692,49.04023880874111,-113.14557892331396,247,320301404.38548905,247,49.125,246.875,208,507325186.5628557,208,215260059.62233156,0.6720546856025078,0.42430390866403717,0.6720546856025079,0.44085869187300886
1423,3005692,342948,320301404.385487,3005692,49.04023880874111,-113.14557892331396,247,320301404.38548905,247,48.875,246.625,159,509848471.7490951,159,34246200.384850435,0.10691867071439518,0.06716936949396911,0.1069186707143952,0.09001540496173788
1419,3005692,342948,320301404.385487,3005692,49.04023880874111,-113.14557892331396,247,320301404.38548905,247,48.875,246.875,160,509848471.7491344,160,67976003.60148689,0.21222511881239345,0.13332589459037109,0.2122251188123935,0.9931468554408627
1421,3005692,342948,320301404.385487,3005692,49.04023880874111,-113.14557892331396,247,320301404.38548905,247,49.125,247.125,209,507325186.5628557,209,2819140.776820073,0.008801524870703287,0.005556871315457136,0.008801524870703289,0.012723566488203756
1462,3005839,3429622,322988212.15866846,3005839,49.24939279002759,-113.4214523960392,254,322988212.15866584,254,49.125,246.375,206,507325186.5628557,206,49088642.10137288,0.15198276671861452,0.0967597182271789,0.15198276671861458,0.09675971822717874
1461,3005839,3429622,322988212.15866846,3005839,49.24939279002759,-113.4214523960392,254,322988212.15866584,254,49.375,246.625,255,504791911.065272,255,154229246.48142552,0.4775073537533977,0.3055303444858152,0.47750735375339787,0.3055303444858153
1459,3005839,3429622,322988212.15866846,3005839,49.24939279002759,-113.4214523960392,254,322988212.15866584,254,49.125,246.625,207,507325186.5628165,207,119670323.57586731,0.37050987952798736,0.23588484614108518,0.3705098795279875,0.23588484614108518
324,3005921,342626,324425098.6896056,3005921,51.142816466649634,-111.7947081979196,62,324425098.6896025,62,50.875,248.125,549,489385021.72833663,549,18450684.24213102,0.0568719384432828,0.03770177554059514,0.05687193844328281,0.03770177554059518
325,3005921,342626,324425098.6896056,3005921,51.142816466649634,-111.7947081979196,62,324425098.6896025,62,51.125,248.375,598,486783099.29954004,598,46022048.96747345,0.14185723963208402,0.09454323503362627,0.14185723963208405,0.09454323503362623
327,3005921,342626,324425098.6896056,3005921,51.142816466649634,-111.7947081979196,62,324425098.6896025,62,51.375,248.375,646,484171556.7142416,646,18180227.754567012,0.05603828997201341,0.03754914451799777,0.05603828997201342,0.03754914451799776
326,3005921,342626,324425098.6896056,3005921,51.142816466649634,-111.7947081979196,62,324425098.6896025,62,51.125,248.125,597,486783099.29954004,597,219253239.88060302,0.6758208312679782,0.45041259689602825,0.6758208312679783,0.45041259689602825
328,3005921,342626,324425098.6896056,3005921,51.142816466649634,-111.7947081979196,62,324425098.6896025,62,51.375,248.125,645,484171556.7142416,645,22518897.844827943,0.06941170068464142,0.046510162632536906,0.06941170068464143,0.04651016263253691
1098,3005939,3428762,324468514.61615705,3005939,51.2443628347553,-114.22987640763071,190,324468514.61615574,190,51.125,245.875,588,486783099.2995025,588,116572925.54087855,0.3592734588709897,0.23947611514991168,0.35927345887099,0.23947611514991157
1101,3005939,3428762,324468514.61615705,3005939,51.2443628347553,-114.22987640763071,190,324468514.61615574,190,51.375,245.875,636,484171556.71420425,636,81023106.18931943,0.24971022623002195,0.16734379594534005,0.24971022623002215,0.16734379594534027
1100,3005939,3428762,324468514.61615705,3005939,51.2443628347553,-114.22987640763071,190,324468514.61615574,190,51.375,245.625,635,484171556.7142416,635,58242359.775759816,0.1795008056318197,0.12029281556936748,0.17950080563181983,0.12029281556936752
1099,3005939,3428762,324468514.61615705,3005939,51.2443628347553,-114.22987640763071,190,324468514.61615574,190,51.125,245.625,587,486783099.29954004,587,68630123.1101977,0.2115155092671679,0.14098707044051753,0.21151550926716806,0.14098707044051756
1081,3005979,342872,323218623.3714801,3005979,50.99010630820472,-113.88806130115304,185,323218623.3714794,185,50.875,246.125,541,489385021.7283366,541,174437142.07468438,0.5396877823905633,0.35644152217538955,0.5396877823905621,0.35644152217538955
1082,3005979,342872,323218623.3714801,3005979,50.99010630820472,-113.88806130115304,185,323218623.3714794,185,51.125,246.125,589,486783099.29954004,589,148781481.29679567,0.4603122176094388,0.305642249106195,0.46031221760943786,0.3056422491061951
1414,3006402,342946,331533176.0011801,3006402,49.07518297421275,-113.47815326670244,245,331533176.0011799,245,48.875,246.375,158,509848471.7491345,158,72840266.33092622,0.21970732223392025,0.14286649929739614,0.21970732223392064,0.14324138695654032
1415,3006402,342946,331533176.0011801,3006402,49.07518297421275,-113.47815326670244,245,331533176.0011799,245,49.125,246.375,206,507325186.5628557,206,100184517.11724624,0.30218549565878045,0.19747593805858435,0.302185495658781,0.19747593805858404
1412,3006402,342946,331533176.0011801,3006402,49.07518297421275,-113.47815326670244,245,331533176.0011799,245,49.125,246.625,207,507325186.5628165,207,157669446.45355943,0.47557667789180263,0.31078576548069126,0.47557667789180347,0.31078576548069126
1410,3006402,342946,331533176.0011801,3006402,49.07518297421275,-113.47815326670244,245,331533176.0011799,245,49.125,246.875,208,507325186.5628557,208,838946.0994473798,0.0025305042154948445,0.001653665383994172,0.002530504215494849,0.0017181853456848402
475,3006495,34265122,330426590.2354364,3006495,51.642441235419454,-112.67194004038923,86,330426590.2354382,86,51.625,247.375,690,481550441.34092367,690,276662482.90962905,0.837288799041564,0.5745244094039986,0.8372887990415643,0.6130248379314727
474,3006495,34265122,330426590.2354364,3006495,51.642441235419454,-112.67194004038923,86,330426590.2354382,86,51.625,247.625,691,481550441.34096086,691,1105867.1197546462,0.003346786101465638,0.002296472030375815,0.0033467861014656393,0.003996367453480144
477,3006495,34265122,330426590.2354364,3006495,51.642441235419454,-112.67194004038923,86,330426590.2354382,86,51.875,247.375,738,478919800.7914536,738,2662444.7269458342,0.00805759828544297,0.005559270513655793,0.008057598285442974,0.02280381620968319
476,3006495,34265122,330426590.2354364,3006495,51.642441235419454,-112.67194004038923,86,330426590.2354382,86,51.625,247.125,689,481550441.34096086,689,49995795.47910861,0.15130681657152714,0.10382255146498595,0.1513068165715272,0.1133352606357244
959,3006794,342832,337965972.39738345,3006794,50.25051708385205,-112.26328535234794,165,337965972.39738345,165,50.125,247.625,403,497132598.0372331,403,50027286.311884604,0.14802462495562146,0.10063167555175646,0.1480246249556215,0.10063167555175646
956,3006794,342832,337965972.39738345,3006794,50.25051708385205,-112.26328535234794,165,337965972.39738345,165,50.375,247.625,451,494559817.8566889,451,127834765.04195389,0.3782474434782583,0.25848190739789784,0.3782474434782584,0.2584819073978979
958,3006794,342832,337965972.39738345,3006794,50.25051708385205,-112.26328535234794,165,337965972.39738345,165,50.125,247.875,404,497132598.0371947,404,142345734.0799821,0.42118362706826207,0.2863335348395963,0.4211836270682622,0.28633353483959617
957,3006794,342832,337965972.39738345,3006794,50.25051708385205,-112.26328535234794,165,337965972.39738345,165,50.375,247.875,452,494559817.85665065,452,17758186.963562798,0.052544304497858026,0.035907055774414026,0.05254430449785804,0.03590705577441397
728,3006967,342685,339586153.44517493,3006967,51.43515304460352,-114.52968381152083,129,339586153.4451711,129,51.375,245.125,633,484171556.71420425,633,12526307.220253427,0.03688697873329484,0.025871629686928157,0.036886978733294794,0.025871629686928164
729,3006967,342685,339586153.44517493,3006967,51.43515304460352,-114.52968381152083,129,339586153.4451711,129,51.625,245.625,683,481550441.34096086,683,35970611.11123824,0.10592484630574309,0.07469749380993573,0.10592484630574295,0.0746974938099357
726,3006967,342685,339586153.44517493,3006967,51.43515304460352,-114.52968381152083,129,339586153.4451711,129,51.375,245.375,634,484171556.7142416,634,172425579.40690252,0.5077520907658033,0.356124966483044,0.5077520907658026,0.3561249664830438
727,3006967,342685,339586153.44517493,3006967,51.43515304460352,-114.52968381152083,129,339586153.4451711,129,51.375,245.625,635,484171556.7142416,635,118620735.17566422,0.349309693496724,0.24499732280984496,0.3493096934967236,0.24499732280984504
725,3006967,342685,339586153.44517493,3006967,51.43515304460352,-114.52968381152083,129,339586153.4451711,129,51.625,245.375,682,481550441.34096086,682,42920.53111314655,0.0001263906984360492,8.912987597649557e-05,0.00012639069843604903,8.91298759764956e-05
1257,3007073,3429162,342899762.8837288,3007073,50.06021346484631,-112.48956928643292,217,342899762.8837262,217,49.875,247.625,355,499695571.02305037,355,65921470.6907918,0.19224705825517033,0.13192326391011963,0.1922470582551702,0.1319232639101196
1260,3007073,3429162,342899762.8837288,3007073,50.06021346484631,-112.48956928643292,217,342899762.8837262,217,50.125,247.375,402,497132598.0371947,402,146342719.2799456,0.42677987890463764,0.294373613514269,0.42677987890463737,0.294373613514269
1258,3007073,3429162,342899762.8837288,3007073,50.06021346484631,-112.48956928643292,217,342899762.8837262,217,49.875,247.375,354,499695571.0230118,354,1661556.9722979548,0.0048456054863513336,0.00332513848160851,0.00484560548635133,0.003325138481608509
1259,3007073,3429162,342899762.8837288,3007073,50.06021346484631,-112.48956928643292,217,342899762.8837262,217,50.125,247.625,403,497132598.0372331,403,128974015.94069102,0.37612745735384134,0.259435845587079,0.37612745735384107,0.259435845587079
1607,3007295,342998,346071996.5196901,3007295,50.04583326664381,-114.58514353843347,282,346071996.5196907,282,49.875,245.625,347,499695571.0230504,347,39921436.426408425,0.11535587053527166,0.07989151543744,0.11535587053527177,0.07989151543744002
1608,3007295,342998,346071996.5196901,3007295,50.04583326664381,-114.58514353843347,282,346071996.5196907,282,50.125,245.625,395,497132598.0372331,395,9250848.458125878,0.026730993987257003,0.018608412513381446,0.02673099398725703,0.01860841251338145
1609,3007295,342998,346071996.5196901,3007295,50.04583326664381,-114.58514353843347,282,346071996.5196907,282,50.125,245.375,394,497132598.0372331,394,227113724.05704415,0.6562614899241693,0.4568473782522592,0.65626148992417,0.5407037569614176
1606,3007295,342998,346071996.5196901,3007295,50.04583326664381,-114.58514353843347,282,346071996.5196907,282,49.875,245.375,346,499695571.02305037,346,69785987.57811192,0.2016516455533011,0.1396570064354098,0.20165164555330128,0.2130802317104905
1248,3007727,342914,351058934.6312153,3007727,49.70418987105248,-112.11176825935749,214,351058934.631217,214,49.875,248.125,357,499695571.0230504,357,3.4747894327360335e-06,9.898023066657614e-15,6.9538127496746315e-15,9.898023066657612e-15,6.953812749674633e-15
1243,3007727,342914,351058934.6312153,3007727,49.70418987105248,-112.11176825935749,214,351058934.631217,214,49.625,248.125,309,502248690.66659164,309,89211.86735212216,0.0002541221958809797,0.000177624887849322,0.00025412219588097964,0.00017914323020090742
1244,3007727,342914,351058934.6312153,3007727,49.70418987105248,-112.11176825935749,214,351058934.631217,214,49.625,247.625,307,502248690.66659164,307,5892428.564366087,0.01678472752888631,0.011732093430737613,0.016784727528886306,0.01459234781009273
