,Unnamed: 0,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
21,880,3000715,342746,253307102.33351436,3000715,49.784823146084655,-111.16595550893086,153,253307102.3335147,153,49.625,248.625,311,502248690.6665529,311,829452.9242185368,0.0032744953322565,0.0016514785197702,0.0032744953322565,0.0016514785197702,6.0,22.0,1
22,883,3000715,342746,253307102.33351436,3000715,49.784823146084655,-111.16595550893086,153,253307102.3335147,153,49.875,248.875,360,499695571.0230504,360,169840257.61638895,0.6704914945210269,0.3398874584152646,0.670491494521027,0.3398874584152643,7.0,23.0,1
23,881,3000715,342746,253307102.33351436,3000715,49.784823146084655,-111.16595550893086,153,253307102.3335147,153,49.625,248.875,312,502248690.6665917,312,55281844.24622061,0.218240403592925,0.110068667720865,0.2182404035929251,0.1100686677208649,6.0,23.0,1
24,829,3000907,34272,257707391.4476984,3000907,50.32423189528404,-110.34968543660288,144,257707391.44769973,144,50.375,249.375,458,494559817.85668886,458,22004.8917165492,8.538711906140639e-05,4.449389319964056e-05,8.538711906140643e-05,6.998341061650477e-05,9.0,25.0,1
25,831,3000907,34272,257707391.4476984,3000907,50.32423189528404,-110.34968543660288,144,257707391.44769973,144,50.375,249.875,460,494559817.8566507,460,25967231.645410877,0.1007624635814172,0.0525057449227254,0.1007624635814172,0.3776544329672432,9.0,27.0,1
26,830,3000907,34272,257707391.4476984,3000907,50.32423189528404,-110.34968543660288,144,257707391.44769973,144,50.375,249.625,459,494559817.8566889,459,231718154.9105722,0.899152149299521,0.4685341318564589,0.8991521492995215,0.4905071165975981,9.0,26.0,1
27,1506,3001005,342982,256183700.5165152,3001005,49.84519805518127,-113.69804069177424,261,256183700.51650408,261,49.875,246.375,350,499695571.0230504,350,192506222.0347325,0.7514382126833657,0.3852470047725365,0.7514382126833657,0.3852470047725366,7.0,13.0,1
28,1505,3001005,342982,256183700.5165152,3001005,49.84519805518127,-113.69804069177424,261,256183700.51650408,261,49.875,246.125,349,499695571.0230504,349,63677478.48177162,0.2485617873166342,0.127432545282324,0.2485617873166342,0.1274325452823239,7.0,12.0,1
29,555,3001189,3426552,259742201.51875323,3001189,52.00434988564403,-113.1306911928784,97,259742201.5187504,97,52.125,246.625,783,476279682.9200958,783,6902490.195584854,0.0265743885869334,0.0144925144681068,0.0265743885869334,0.0144925144681068,16.0,14.0,1
30,553,3001189,3426552,259742201.51875323,3001189,52.00434988564403,-113.1306911928784,97,259742201.5187504,97,52.125,246.875,784,476279682.92013264,784,124155495.21033496,0.4779950831415909,0.260677706109825,0.4779950831415903,0.260677706109825,16.0,15.0,1
31,551,3001189,3426552,259742201.51875323,3001189,52.00434988564403,-113.1306911928784,97,259742201.5187504,97,51.875,246.875,736,478919800.79149055,736,128200555.20440713,0.4935684476946751,0.2676868966213873,0.4935684476946745,0.2676868966213873,15.0,15.0,1
32,552,3001189,3426552,259742201.51875323,3001189,52.00434988564403,-113.1306911928784,97,259742201.5187504,97,51.875,247.125,737,478919800.7914906,737,483660.9084237877,0.0018620805768017,0.0010098995857437,0.0018620805768017,0.0014638408185325,15.0,16.0,1
33,1016,3001274,342856,260005444.29581165,3001274,50.97805352388786,-113.29689985428134,173,260005444.29581213,173,50.875,246.625,543,489385021.7282988,543,94677234.83602712,0.364135586054542,0.193461652139797,0.3641355860545425,0.193461652139797,11.0,14.0,1
34,1018,3001274,342856,260005444.29581165,3001274,50.97805352388786,-113.29689985428134,173,260005444.29581213,173,51.125,246.875,592,486783099.29954,592,1762330.973935063,0.0067780541238591,0.0036203618746644,0.0067780541238591,0.0036203618746644,12.0,15.0,1
35,1019,3001274,342856,260005444.29581165,3001274,50.97805352388786,-113.29689985428134,173,260005444.29581213,173,51.125,246.625,591,486783099.2995024,591,80216523.92218135,0.3085186317518713,0.1647890488343076,0.3085186317518717,0.1647890488343076,12.0,14.0,1
36,1017,3001274,342856,260005444.29581165,3001274,50.97805352388786,-113.29689985428134,173,260005444.29581213,173,50.875,246.875,544,489385021.72833663,544,83349354.56366822,0.3205677280697261,0.1703144780960142,0.3205677280697265,0.1703144780960141,11.0,15.0,1
37,1377,3001498,342932,261597239.97063267,3001498,49.90899917451479,-112.93136825969708,238,261597239.9706329,238,49.875,247.125,353,499695571.0230504,353,203218068.52019173,0.7768356751126468,0.4066837496760953,0.7768356751126476,0.4066837496760953,7.0,16.0,1
38,1378,3001498,342932,261597239.97063267,3001498,49.90899917451479,-112.93136825969708,238,261597239.9706329,238,50.125,247.125,401,497132598.0372331,401,775264.0798736193,0.0029635789733892,0.0015594714225832,0.0029635789733892,0.0015594714225832,8.0,16.0,1
39,1379,3001498,342932,261597239.97063267,3001498,49.90899917451479,-112.93136825969708,238,261597239.9706329,238,50.125,246.875,400,497132598.0372331,400,5537.905795117593,2.1169588011476272e-05,1.1139695560062282e-05,2.116958801147629e-05,1.1139695560062289e-05,8.0,15.0,1
40,1376,3001498,342932,261597239.97063267,3001498,49.90899917451479,-112.93136825969708,238,261597239.9706329,238,49.875,246.875,352,499695571.0230504,352,57598369.464772224,0.2201795763259515,0.1152669201106753,0.2201795763259517,0.1152669201106753,7.0,15.0,1
41,1434,3001903,3429492,266812536.7140915,3001903,48.79364825900639,-113.60145316297374,249,266812536.71409044,249,48.875,246.125,157,509848471.7491345,157,6417226.605846493,0.0240514433275038,0.0125865369054278,0.0240514433275038,0.0189179594813134,3.0,12.0,1
42,1431,3001903,3429492,266812536.7140915,3001903,48.79364825900639,-113.60145316297374,249,266812536.71409044,249,48.625,246.375,110,512361721.46063095,110,36002143.370011814,0.1349342269047529,0.0702670435007861,0.1349342269047528,0.11776475368877,2.0,13.0,1
43,1433,3001903,3429492,266812536.7140915,3001903,48.79364825900639,-113.60145316297374,249,266812536.71409044,249,48.875,246.625,159,509848471.7490951,159,40835782.573640935,0.1530504641069378,0.0800939589630405,0.1530504641069376,0.1073359807507831,3.0,14.0,1
44,1435,3001903,3429492,266812536.7140915,3001903,48.79364825900639,-113.60145316297374,249,266812536.71409044,249,48.875,246.375,158,509848471.7491345,158,183557384.16459155,0.6879638656608066,0.3600234076114069,0.6879638656608057,0.3609681240647414,3.0,13.0,1
45,51,3002007,3425512,270937872.84322435,3002007,52.07510408318053,-106.8880322295783,10,270937872.8432242,10,52.125,253.375,810,476279682.9200958,810,3585490.9028216284,0.0132336275663326,0.0075281206219815,0.0132336275663326,0.0075281206219815,16.0,41.0,1
46,48,3002007,3425512,270937872.84322435,3002007,52.07510408318053,-106.8880322295783,10,270937872.8432242,10,51.875,253.125,761,478919800.79149055,761,35183725.319465555,0.1298590150954064,0.0734647539344142,0.1298590150954062,0.08311938558003,15.0,40.0,1
47,49,3002007,3425512,270937872.84322435,3002007,52.07510408318053,-106.8880322295783,10,270937872.8432242,10,51.875,253.375,762,478919800.7914536,762,291888.2582714288,0.0010773254222761,0.0006094721032395,0.0010773254222761,0.0006094721032395,15.0,41.0,1
48,50,3002007,3425512,270937872.84322435,3002007,52.07510408318053,-106.8880322295783,10,270937872.8432242,10,52.125,253.125,809,476279682.92013264,809,231876768.36266592,0.855830031915986,0.486850009937437,0.855830031915985,0.5811729416743102,16.0,40.0,1
49,1050,3002031,342864,269086411.8619493,3002031,50.608225288574346,-114.11858044761888,180,269086411.86194414,180,50.625,245.875,492,491977276.87451535,492,152555344.2102127,0.566938119077086,0.3100861592213816,0.5669381190770857,0.3100861592213816,10.0,11.0,1
50,1051,3002031,342864,269086411.8619493,3002031,50.608225288574346,-114.11858044761888,180,269086411.86194414,180,50.625,246.125,493,491977276.8745534,493,64079596.706001215,0.2381376163240733,0.1302490983182959,0.2381376163240731,0.1302490983182959,10.0,12.0,1
51,1049,3002031,342864,269086411.8619493,3002031,50.608225288574346,-114.11858044761888,180,269086411.86194414,180,50.625,245.625,491,491977276.8745534,491,52451470.94573039,0.1949242645988413,0.1066136047561902,0.1949242645988411,0.1066136047561901,10.0,10.0,1
52,320,3002056,342624,270849505.66405326,3002056,51.15785019873311,-111.56929195275174,60,270849505.6640529,60,51.375,248.375,646,484171556.7142416,646,29418310.90698694,0.1086149699068523,0.0607600973230024,0.1086149699068525,0.0607600973230024,13.0,21.0,1
53,315,3002056,342624,270849505.66405326,3002056,51.15785019873311,-111.56929195275174,60,270849505.6640529,60,50.875,248.375,550,489385021.7283366,550,50253428.39001316,0.1855400410157838,0.1026868951005808,0.1855400410157842,0.1026868951005808,11.0,21.0,1
54,318,3002056,342624,270849505.66405326,3002056,51.15785019873311,-111.56929195275174,60,270849505.6640529,60,51.125,248.625,599,486783099.2995025,599,3323374.093144312,0.0122701870361411,0.0068272174977454,0.0122701870361412,0.0068272174977454,12.0,22.0,1
55,319,3002056,342624,270849505.66405326,3002056,51.15785019873311,-111.56929195275174,60,270849505.6640529,60,51.375,248.625,647,484171556.7142042,647,59574819.831335664,0.2199554312837811,0.1230448567355669,0.2199554312837815,0.1230448567355669,13.0,22.0,1
56,317,3002056,342624,270849505.66405326,3002056,51.15785019873311,-111.56929195275174,60,270849505.6640529,60,51.125,248.375,598,486783099.29954,598,128279572.4425723,0.4736193707574395,0.2635251154511344,0.4736193707574405,0.2635251154511343,12.0,21.0,1
57,1526,3002615,342986,278876169.5027696,3002615,50.097930440272,-114.2206357388748,265,278876169.502769,265,50.125,245.875,396,497132598.0371947,396,167459080.69749185,0.6004782731922497,0.3368499296941353,0.6004782731922514,0.3368499296941353,8.0,11.0,1
58,1527,3002615,342986,278876169.5027696,3002615,50.097930440272,-114.2206357388748,265,278876169.502769,265,50.125,245.625,395,497132598.0372331,395,111417088.80527632,0.3995217268077473,0.224119458762452,0.3995217268077485,0.2241194587624521,8.0,10.0,1
59,1388,3002734,342942,278097849.2822148,3002734,49.49551739828902,-113.09388533731476,241,278097849.28221965,241,49.375,246.875,256,504791911.0653109,256,129093395.82906042,0.4642013455417042,0.2557358646191897,0.4642013455417031,0.2557358646191898,5.0,15.0,1
60,1389,3002734,342942,278097849.2822148,3002734,49.49551739828902,-113.09388533731476,241,278097849.28221965,241,49.625,246.875,304,502248690.6665917,304,105874521.40339483,0.38070960159045,0.2108009903676934,0.3807096015904491,0.2108009903676934,6.0,15.0,1
61,1390,3002734,342942,278097849.2822148,3002734,49.49551739828902,-113.09388533731476,241,278097849.28221965,241,49.625,247.125,305,502248690.6665917,305,43129932.04976503,0.1550890528678481,0.0858736575152089,0.1550890528678478,0.0858736575152089,6.0,16.0,1
62,59,3003025,3425514,281120802.63855684,3003025,51.55902612060406,-106.68705555299032,12,281120802.6385565,12,51.375,253.375,666,484171556.7142042,666,71162185.95545389,0.2531373889357763,0.1469772128672551,0.2531373889357761,0.1778376879959922,13.0,41.0,1
63,60,3003025,3425514,281120802.63855684,3003025,51.55902612060406,-106.68705555299032,12,281120802.6385565,12,51.625,253.125,713,481550441.34096086,713,35198711.52846731,0.1252084911472137,0.0730945473343361,0.1252084911472136,0.0730945473343361,14.0,40.0,1
64,61,3003025,3425514,281120802.63855684,3003025,51.55902612060406,-106.68705555299032,12,281120802.6385565,12,51.625,253.375,714,481550441.34092367,714,174759905.15463555,0.6216541199170109,0.3629109022680983,0.6216541199170104,0.3629109022680982,14.0,41.0,1
65,770,3003294,3426952,282950550.44280064,3003294,51.80834955433542,-114.87316309601218,135,282950550.4428017,135,51.875,245.375,730,478919800.79149055,730,33978237.13947681,0.1200854251257075,0.0709476557104601,0.1200854251257071,0.0709476557104601,15.0,9.0,1
66,768,3003294,3426952,282950550.44280064,3003294,51.80834955433542,-114.87316309601218,135,282950550.4428017,135,51.625,245.125,681,481550441.34092367,681,14574585.47627928,0.0515093024327779,0.030265958090901,0.0515093024327778,0.030265958090901,14.0,8.0,1
67,772,3003294,3426952,282950550.44280064,3003294,51.80834955433542,-114.87316309601218,135,282950550.4428017,135,51.875,244.875,728,478919800.7914906,728,19860481.33137541,0.0701906439139096,0.0414693259676313,0.0701906439139093,0.0481634929993145,15.0,7.0,1
68,771,3003294,3426952,282950550.44280064,3003294,51.80834955433542,-114.87316309601218,135,282950550.4428017,135,51.875,245.125,729,478919800.7914536,729,214537246.4956712,0.7582146285276083,0.4479606943399106,0.7582146285276057,0.4479606943399107,15.0,8.0,1
69,872,3003601,342744,287541854.68159914,3003601,49.75287637109808,-110.78212341922058,151,287541854.6816003,151,49.625,249.375,314,502248690.6665917,314,69510813.98506187,0.2417415511979371,0.1383991940184177,0.241741551197937,0.1535493409167036,6.0,25.0,1
70,874,3003601,342744,287541854.68159914,3003601,49.75287637109808,-110.78212341922058,151,287541854.6816003,151,49.875,249.375,362,499695571.0230504,362,11363901.002435047,0.0395208586764472,0.0227416484384066,0.0395208586764472,0.0227416484384066,7.0,25.0,1
71,875,3003601,342744,287541854.68159914,3003601,49.75287637109808,-110.78212341922058,151,287541854.6816003,151,49.875,249.125,361,499695571.0230118,361,110651151.1589654,0.3848175469323978,0.2214371260734463,0.3848175469323976,0.2214371260734464,7.0,24.0,1
72,873,3003601,342744,287541854.68159914,3003601,49.75287637109808,-110.78212341922058,151,287541854.6816003,151,49.625,249.125,313,502248690.6665528,313,96015988.535138,0.3339200431932181,0.191172202774111,0.333920043193218,0.1974319827192751,6.0,24.0,1
73,625,3003705,3426584,288020044.42078555,3003705,52.80629739202888,-114.20906084514546,112,288020044.4207855,112,52.625,245.875,876,470971207.8361479,876,78810964.483135,0.2736301379358007,0.1673371177937347,0.2736301379358008,0.1860273704931039,18.0,11.0,1
74,623,3003705,3426584,288020044.42078555,3003705,52.80629739202888,-114.20906084514546,112,288020044.4207855,112,52.875,245.875,924,468302947.538912,924,126598911.39099984,0.439548961412019,0.270335499821898,0.4395489614120191,0.9910157966826704,19.0,11.0,1
75,624,3003705,3426584,288020044.42078555,3003705,52.80629739202888,-114.20906084514546,112,288020044.4207855,112,52.875,245.625,923,468302947.5389482,923,82610168.54665059,0.28682090065218,0.1764032641280354,0.2868209006521801,0.2420380512331425,19.0,10.0,1
76,1238,3003771,342912,289705345.3565412,3003771,49.74089513358894,-111.91874878290818,212,289705345.3565421,212,49.875,248.125,357,499695571.0230504,357,133801338.9937326,0.4618531937305556,0.2677657092693352,0.4618531937305566,0.2677657092693353,7.0,20.0,1
77,1236,3003771,342912,289705345.3565412,3003771,49.74089513358894,-111.91874878290818,212,289705345.3565421,212,49.875,248.375,358,499695571.0230504,358,166748.57044467382,0.0005755798887295,0.0003337003169815,0.0005755798887295,0.0003364534474375,7.0,21.0,1
78,1235,3003771,342912,289705345.3565412,3003771,49.74089513358894,-111.91874878290818,212,289705345.3565421,212,49.625,247.875,308,502248690.6665528,308,9353676.373482618,0.0322868615419263,0.0186235953369415,0.0322868615419263,0.020284926135563,6.0,19.0,1
79,1233,3003771,342912,289705345.3565412,3003771,49.74089513358894,-111.91874878290818,212,289705345.3565421,212,49.625,248.125,309,502248690.6665917,309,146383581.4188816,0.5052843648387862,0.2914563723891429,0.5052843648387874,0.2939477493532386,6.0,20.0,1
80,723,3003895,342684,293047260.8639891,3003895,51.43355464590527,-114.32762372741688,128,293047260.8639871,128,51.625,245.625,683,481550441.34096086,683,37979016.82539907,0.1296003133195173,0.0788682006388363,0.1296003133195174,0.0788682006388362,14.0,10.0,1
81,719,3003895,342684,293047260.8639891,3003895,51.43355464590527,-114.32762372741688,128,293047260.8639871,128,51.375,245.375,634,484171556.7142416,634,18770082.587281547,0.0640513838346141,0.0387674210246093,0.0640513838346142,0.0387674210246093,13.0,9.0,1
82,721,3003895,342684,293047260.8639891,3003895,51.43355464590527,-114.32762372741688,128,293047260.8639871,128,51.375,245.875,636,484171556.71420425,636,39288646.1894712,0.1340693172617858,0.0811461260882419,0.1340693172617858,0.081146126088242,13.0,11.0,1
83,722,3003895,342684,293047260.8639891,3003895,51.43355464590527,-114.32762372741688,128,293047260.8639871,128,51.625,245.875,684,481550441.34092367,684,21011515.820520684,0.0717000928743463,0.0436330527743097,0.0717000928743464,0.0436330527743097,14.0,11.0,1
84,720,3003895,342684,293047260.8639891,3003895,51.43355464590527,-114.32762372741688,128,293047260.8639871,128,51.375,245.625,635,484171556.7142416,635,175997999.44131452,0.600578892709736,0.363503384287377,0.6005788927097361,0.3635033842873771,13.0,10.0,1
85,1546,3003953,3429914,292194345.78947425,3003953,49.7343090651079,-113.85740303503414,270,292194345.78947866,270,49.625,246.375,302,502248690.6665917,302,13776444.387592755,0.0471482237288686,0.0274295277291981,0.0471482237288686,0.0274295277291981,6.0,13.0,1
86,1547,3003953,3429914,292194345.78947425,3003953,49.7343090651079,-113.85740303503414,270,292194345.78947866,270,49.625,246.125,301,502248690.6665917,301,151936384.1282552,0.5199839980398625,0.3025122552865256,0.5199839980398624,0.3025122552865255,6.0,12.0,1
87,1548,3003953,3429914,292194345.78947425,3003953,49.7343090651079,-113.85740303503414,270,292194345.78947866,270,49.875,246.125,349,499695571.0230504,349,126481517.2736308,0.4328677782312691,0.2531171469354415,0.432867778231269,0.2531171469354414,7.0,12.0,1
88,1482,3004117,342964,297191162.6556958,3004117,49.258680386077486,-113.95652060527932,257,297191162.6556915,257,49.375,245.875,252,504791911.0652719,252,47204194.84014023,0.1588344499154178,0.0935121855271498,0.1588344499154179,0.0935121855271498,5.0,11.0,1
89,1483,3004117,342964,297191162.6556958,3004117,49.258680386077486,-113.95652060527932,257,297191162.6556915,257,49.125,246.125,205,507325186.5628557,205,29037078.773865253,0.0977050545998433,0.0572356341513268,0.0977050545998434,0.0572356341513268,4.0,12.0,1
90,1480,3004117,342964,297191162.6556958,3004117,49.258680386077486,-113.95652060527932,257,297191162.6556915,257,49.375,246.125,253,504791911.0653109,253,126266195.36708848,0.4248652424209975,0.250135140043383,0.4248652424209979,0.2501351400433829,5.0,12.0,1
91,1485,3004117,342964,297191162.6556958,3004117,49.258680386077486,-113.95652060527932,257,297191162.6556915,257,49.125,245.875,204,507325186.5628166,204,79064036.25118235,0.2660376423870361,0.1558448867615854,0.2660376423870363,0.2459790151130812,4.0,11.0,1
92,1481,3004117,342964,297191162.6556958,3004117,49.258680386077486,-113.95652060527932,257,297191162.6556915,257,49.375,246.375,254,504791911.0653109,254,15619657.423414957,0.0525576106767043,0.0309427648918765,0.0525576106767044,0.0309427648918765,5.0,13.0,1
93,597,3004193,3426572,297255616.590166,3004193,52.38054060755662,-113.4129026381754,107,297255616.5901615,107,52.375,246.625,831,473630135.8225162,831,234136153.5949518,0.7876593091183367,0.4943438685301263,0.7876593091183361,0.4943438685301267,17.0,14.0,1
94,596,3004193,3426572,297255616.590166,3004193,52.38054060755662,-113.4129026381754,107,297255616.5901615,107,52.375,246.875,832,473630135.8225528,832,2775174.021922975,0.009335985148934,0.0058593696051526,0.009335985148934,0.0058593696051526,17.0,15.0,1
95,598,3004193,3426572,297255616.590166,3004193,52.38054060755662,-113.4129026381754,107,297255616.5901615,107,52.375,246.375,830,473630135.8225528,830,60344288.9732869,0.2030047057327298,0.1274080435538314,0.2030047057327297,0.1559517869348528,17.0,13.0,1
96,617,3004270,3426582,297240550.70149875,3004270,52.55167184680715,-114.00096382132976,110,297240550.7015003,110,52.625,246.125,877,470971207.83618426,877,79924246.60910161,0.2688874260947135,0.169700918610934,0.2688874260947128,1.0,18.0,12.0,1
97,618,3004270,3426582,297240550.70149875,3004270,52.55167184680715,-114.00096382132976,110,297240550.7015003,110,52.625,245.875,876,470971207.8361479,876,140852119.16860834,0.4738657590163636,0.2990673672298268,0.4738657590163623,0.3324708627683988,18.0,11.0,1
98,616,3004270,3426582,297240550.70149875,3004270,52.55167184680715,-114.00096382132976,110,297240550.7015003,110,52.375,245.875,828,473630135.82251614,828,19226226.21507955,0.0646823798761805,0.040593333829341,0.0646823798761803,0.040593333829341,17.0,11.0,1
99,615,3004270,3426582,297240550.70149875,3004270,52.55167184680715,-114.00096382132976,110,297240550.7015003,110,52.375,246.125,829,473630135.8225528,829,57237958.70871162,0.1925644350127451,0.120849486507666,0.1925644350127446,0.1583422548786495,17.0,12.0,1
100,223,3004662,342598,305686128.05575,3004662,51.08658835958398,-109.49387314588452,42,305686128.05575067,42,50.875,250.375,558,489385021.72833663,558,797266.9662704389,0.0026081228197736,0.0016291200810657,0.0026081228197735,0.0035732698225826,11.0,29.0,1
101,222,3004662,342598,305686128.05575,3004662,51.08658835958398,-109.49387314588452,42,305686128.05575067,42,50.875,250.625,559,489385021.72833663,559,7810353.592249983,0.0255502388738606,0.0159595272545664,0.0255502388738605,0.0642870031239806,11.0,30.0,1
102,225,3004662,342598,305686128.05575,3004662,51.08658835958398,-109.49387314588452,42,305686128.05575067,42,51.125,250.375,606,486783099.29954,606,138992259.71859562,0.4546894574596017,0.2855322214731767,0.4546894574596005,0.6499777966214856,12.0,29.0,1
103,224,3004662,342598,305686128.05575,3004662,51.08658835958398,-109.49387314588452,42,305686128.05575067,42,51.125,250.625,607,486783099.29954,607,158086247.77863538,0.5171521808467665,0.324757059162725,0.5171521808467652,0.4336016209464605,12.0,30.0,1
104,1220,3004739,3428992,303637559.0604089,3004739,51.58154000204957,-116.16232841670666,209,303637559.0604081,209,51.625,243.625,675,481550441.34096086,675,15159643.162874188,0.0499267719375197,0.0314809038917284,0.0499267719375197,0.0446257078825851,14.0,2.0,1
105,1217,3004739,3428992,303637559.0604089,3004739,51.58154000204957,-116.16232841670666,209,303637559.0604081,209,51.375,243.875,628,484171556.7142042,628,33601424.6753824,0.1106629389966129,0.0693998319591842,0.1106629389966128,0.0754364559895312,13.0,3.0,1
106,1219,3004739,3428992,303637559.0604089,3004739,51.58154000204957,-116.16232841670666,209,303637559.0604081,209,51.625,243.875,676,481550441.34092367,676,254876491.22215188,0.8394102890658685,0.5292830601762584,0.8394102890658676,0.6745774985880536,14.0,3.0,1
107,1151,3004747,3428922,305967892.7345439,3004747,51.245449593862894,-115.08142737487952,198,305967892.7345438,198,51.375,245.125,633,484171556.71420425,633,51352680.58513345,0.1678368279958275,0.1060629850576823,0.1678368279958274,0.1060629850576823,13.0,8.0,1
