,S_1_ID,S_1_area_cor,S_1_area_org,S_1_lake,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
1371,3040493,517146940.23734593,517146940.2373469,0,238,52.11416505036743,-113.006122781096,238,517146940.23734593,238,52.125,246.875,784,476279682.92013264,784,238929446.29847202,0.46201461849279185,0.5016578595869648,0.46201461849279113,0.501657859586965
1374,3040493,517146940.23734593,517146940.2373469,0,238,52.11416505036743,-113.006122781096,238,517146940.23734593,238,52.375,246.875,832,473630135.82255274,832,52437664.27644405,0.10139799773808512,0.11071437459395533,0.10139799773808497,0.11071437459395539
1382,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.625,246.625,495,491977276.8745155,495,17255890.999484893,0.030550447759356662,0.03507456911243933,0.030550447759356756,0.03507456911243934
1381,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.875,247.125,545,489385021.7283366,545,199554003.82788086,0.3532975590362804,0.40776483743439057,0.3532975590362815,0.4077648374343904
1380,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.875,246.875,544,489385021.72833663,544,132485912.66571876,0.23455780717817193,0.2707191817964205,0.23455780717817265,0.2707191817964204
1378,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.875,247.375,546,489385021.7282988,546,3787385.3697343115,0.00670532277273157,0.007739070877892594,0.006705322772731591,0.007758330186973705
1375,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.625,247.125,497,491977276.8745534,497,6194217.868390849,0.01096646527287389,0.012590455209113812,0.010966465272873925,0.012590455209113817
1376,3040544,564832670.715929,564832670.7159257,0,239,50.75476615656798,-113.04268823209948,239,564832670.715929,239,50.625,246.875,496,491977276.8745534,496,205555259.9847176,0.36392239798058246,0.4178145407254877,0.36392239798058357,0.4178145407254875
1384,3040593,78219456.8479424,78219456.84794015,0,240,51.9113754729294,-112.96348251308353,240,78219456.8479424,240,51.875,247.125,737,478919800.7914906,737,65413045.22934723,0.8362758815432499,0.13658454948248505,0.8362758815432505,0.19797813716904933
1383,3040593,78219456.8479424,78219456.84794015,0,240,51.9113754729294,-112.96348251308353,240,78219456.8479424,240,51.875,246.875,736,478919800.79149055,736,12806411.61859512,0.16372411845674942,0.026740200754762078,0.16372411845674953,0.026740200754762078
1385,3040625,55111053.208479546,55111053.20847925,0,241,50.748340423344914,-112.67514320345428,241,55111053.208479546,241,50.625,247.375,498,491977276.8745155,498,28653404.238452166,0.519921187680069,0.05824131638860335,0.5199211876800688,0.05824131638860338
1386,3040625,55111053.208479546,55111053.20847925,0,241,50.748340423344914,-112.67514320345428,241,55111053.208479546,241,50.875,247.375,546,489385021.7282988,546,26457648.970027402,0.4800788123199313,0.05406305423200385,0.4800788123199311,0.054197594551862835
1390,3040698,437455985.2058154,437455985.20581335,0,242,51.72232143439784,-112.94640841193693,242,437455985.2058154,242,51.875,247.125,737,478919800.7914906,737,92238284.96726325,0.21085157841392146,0.19259651577325665,0.2108515784139214,0.2791670036070103
1387,3040698,437455985.2058154,437455985.20581335,0,242,51.72232143439784,-112.94640841193693,242,437455985.2058154,242,51.625,246.875,688,481550441.34096086,688,17265117.184878994,0.039467095590785116,0.03585318525885113,0.03946709559078511,0.03585318525885113
1388,3040698,437455985.2058154,437455985.20581335,0,242,51.72232143439784,-112.94640841193693,242,437455985.2058154,242,51.625,247.125,689,481550441.34096086,689,243762706.60265586,0.5572279608609533,0.5062038899265802,0.5572279608609532,0.5525846647969804
1389,3040698,437455985.2058154,437455985.20581335,0,242,51.72232143439784,-112.94640841193693,242,437455985.2058154,242,51.875,246.875,736,478919800.79149055,736,84189876.45101734,0.19245336513434025,0.1757911790489353,0.1924533651343402,0.1757911790489353
1399,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.875,247.375,546,489385021.7282988,546,59569324.79217494,0.049035612831491396,0.12172281975815594,0.04903561283149132,0.12202573692288217
1398,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.625,247.375,498,491977276.8745155,498,182279051.8695644,0.1500464382624901,0.3705029895436752,0.15004643826248987,0.3705029895436754
1403,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.125,247.875,404,497132598.0371947,404,7847741.906049879,0.006460016712445299,0.01578601350431404,0.006460016712445288,0.015786013504314036
1394,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.375,248.125,453,494559817.85668886,453,2359185.6112041213,0.0019420081162952346,0.0047702735362292505,0.0019420081162952315,0.004979624652408016
1397,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.625,247.875,500,491977276.87451535,500,29420100.067321565,0.024217710061310266,0.0597997132189207,0.024217710061310228,0.059799713218920685
1392,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.375,247.875,452,494559817.85665065,452,428241376.8559253,0.3525149634848707,0.865904105820526,0.35251496348487016,0.8659041058205247
1391,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.375,247.625,451,494559817.8566889,451,240661787.56867748,0.19810528790990228,0.4866181579644937,0.19810528790990198,0.48661815796449387
1396,3040978,1214817585.677621,1214817585.677625,0,243,50.49651403771637,-112.32050086294544,243,1214817585.677621,243,50.625,247.625,499,491977276.8745534,499,264439017.00670505,0.21767796262119626,0.5375025015111276,0.21767796262119593,0.5375025015111274
1407,3041020,54591857.654981025,54591857.6549811,0,244,51.54388467507817,-112.82937182962918,244,54591857.654981025,244,51.375,247.125,641,484171556.7142416,641,509698.52322404983,0.009336530118563283,0.0010527229783654439,0.009336530118563285,0.0010527229783654439
1408,3041020,54591857.654981025,54591857.6549811,0,244,51.54388467507817,-112.82937182962918,244,54591857.654981025,244,51.625,247.125,689,481550441.34096086,689,54082159.13175696,0.9906634698814365,0.11230839905609015,0.9906634698814367,0.1225986213881056
1414,3041065,414165000.20692796,414165000.2069297,0,245,50.18256370247937,-111.92746755752988,245,414165000.20692796,245,50.125,248.375,406,497132598.0372331,406,33972333.806344174,0.08202608571311117,0.06833656441052734,0.08202608571311129,0.07053449126393123
1413,3041065,414165000.20692796,414165000.2069297,0,245,50.18256370247937,-111.92746755752988,245,414165000.20692796,245,50.125,248.125,405,497132598.0372331,405,213551287.98209324,0.5156188665758751,0.4295660530515023,0.5156188665758759,0.4295660530515022
1411,3041065,414165000.20692796,414165000.2069297,0,245,50.18256370247937,-111.92746755752988,245,414165000.20692796,245,50.375,248.125,453,494559817.85668886,453,46294879.79894811,0.11177883156668947,0.09360825147416893,0.11177883156668963,0.09771639994423563
1409,3041065,414165000.20692796,414165000.2069297,0,245,50.18256370247937,-111.92746755752988,245,414165000.20692796,245,50.375,247.875,452,494559817.85665065,452,25086729.316632695,0.06057182355848199,0.0507253691279548,0.06057182355848208,0.05072536912795472
1412,3041065,414165000.20692796,414165000.2069297,0,245,50.18256370247937,-111.92746755752988,245,414165000.20692796,245,50.125,247.875,404,497132598.0371947,404,95259769.30290908,0.23000439258584077,0.19161843274615012,0.2300043925858411,0.19161843274615006
1418,3041294,80843898.81854106,80843898.81854235,0,246,51.48051769358929,-112.78791948835438,246,80843898.81854106,246,51.625,247.125,689,481550441.34096086,689,20750116.834206093,0.2566689278653045,0.043090224933495624,0.2566689278653045,0.0470383534673266
1416,3041294,80843898.81854106,80843898.81854235,0,246,51.48051769358929,-112.78791948835438,246,80843898.81854106,246,51.375,247.375,642,484171556.7142042,642,5938642.171344704,0.07345813670706727,0.012265574234981659,0.07345813670706727,0.012265574234981659
1417,3041294,80843898.81854106,80843898.81854235,0,246,51.48051769358929,-112.78791948835438,246,80843898.81854106,246,51.625,247.375,690,481550441.34092367,690,1602298.9910933357,0.019819664990301755,0.0033273751896718846,0.019819664990301755,0.0035503515655702506
1415,3041294,80843898.81854106,80843898.81854235,0,246,51.48051769358929,-112.78791948835438,246,80843898.81854106,246,51.375,247.125,641,484171556.7142416,641,52552840.82189693,0.6500532704373265,0.10854177634584523,0.6500532704373265,0.10854177634584523
1421,3041310,385255734.0416411,385255734.04164386,0,247,50.0324760760541,-111.6555067481112,247,385255734.0416411,247,50.125,248.125,405,497132598.0372331,405,56234555.303113036,0.14596682238358277,0.1131178191193596,0.14596682238358258,0.11311781911935957
1420,3041310,385255734.0416411,385255734.04164386,0,247,50.0324760760541,-111.6555067481112,247,385255734.0416411,247,49.875,248.125,357,499695571.0230504,357,675687.2557358064,0.0017538668370936524,0.0013521978078621748,0.00175386683709365,0.0013521978078621752
1419,3041310,385255734.0416411,385255734.04164386,0,247,50.0324760760541,-111.6555067481112,247,385255734.0416411,247,49.875,248.375,358,499695571.02305037,358,111687140.53422508,0.2899039019161053,0.22351036713325817,0.28990390191610493,0.22535439654247783
1422,3041310,385255734.0416411,385255734.04164386,0,247,50.0324760760541,-111.6555067481112,247,385255734.0416411,247,50.125,248.375,406,497132598.0372331,406,216658350.9485677,0.5623754088632196,0.43581602132705227,0.5623754088632188,0.44983328638392434
1423,3041312,129725086.68219383,129725086.6822006,0,248,49.85256669089819,-112.39023621934145,248,129725086.68219383,248,49.875,247.625,355,499695571.02305037,355,126423325.95968848,0.9745480168335201,0.25300069340389797,0.9745480168335199,0.2530006934038979
1424,3041312,129725086.68219383,129725086.6822006,0,248,49.85256669089819,-112.39023621934145,248,129725086.68219383,248,49.875,247.875,356,499695571.0230118,356,2701621.168601713,0.020825741864565196,0.0054065341485232,0.020825741864565192,0.0054065341485232
1425,3041312,129725086.68219383,129725086.6822006,0,248,49.85256669089819,-112.39023621934145,248,129725086.68219383,248,49.875,247.375,354,499695571.0230118,354,600139.5539036687,0.0046262413019150005,0.001201010352513273,0.004626241301915,0.0012010103525132729
1426,3041376,57964919.49277185,57964919.492768794,0,249,51.43597904499164,-112.68872018573431,249,57964919.49277185,249,51.375,247.125,641,484171556.7142416,641,3648997.473553205,0.0629518250949737,0.007536579592400232,0.06295182509497368,0.007536579592400232
1427,3041376,57964919.49277185,57964919.492768794,0,249,51.43597904499164,-112.68872018573431,249,57964919.49277185,249,51.375,247.375,642,484171556.7142042,642,54315922.01921865,0.9370481749050265,0.11218321536240128,0.9370481749050262,0.11218321536240128
1432,3041469,418647297.0657629,418647297.0657629,0,250,49.912249701897686,-112.24623611847373,250,418647297.0657629,250,50.125,247.875,404,497132598.0371947,404,5171770.667792058,0.012353526952258465,0.010403201657287245,0.01235352695225846,0.010403201657287243
1431,3041469,418647297.0657629,418647297.0657629,0,250,49.912249701897686,-112.24623611847373,250,418647297.0657629,250,49.875,247.875,356,499695571.0230118,356,223761649.54638758,0.5344872667629768,0.44779594321455973,0.5344872667629765,0.44779594321455973
1430,3041469,418647297.0657629,418647297.0657629,0,250,49.912249701897686,-112.24623611847373,250,418647297.0657629,250,49.875,247.625,355,499695571.02305037,355,140839548.12661383,0.33641575883503233,0.28185070329574136,0.33641575883503216,0.2818507032957413
1429,3041469,418647297.0657629,418647297.0657629,0,250,49.912249701897686,-112.24623611847373,250,418647297.0657629,250,49.625,247.875,308,502248690.66655284,308,1280306.5110962382,0.0030581984407154128,0.002549148529182019,0.0030581984407154115,0.0027765470999290076
1433,3041469,418647297.0657629,418647297.0657629,0,250,49.912249701897686,-112.24623611847373,250,418647297.0657629,250,50.125,247.625,403,497132598.0372331,403,47594022.21387337,0.1136852490090175,0.09573707779731794,0.11368524900901744,0.09573707779731794
1434,3041630,119476640.01509288,119476640.01509273,0,251,49.90020653346746,-112.07709335822635,251,119476640.01509288,251,49.875,247.875,356,499695571.0230118,356,119465564.20351061,0.9999072972626208,0.23907669215264873,0.9999072972626211,0.23907669215264873
1435,3041630,119476640.01509288,119476640.01509273,0,251,49.90020653346746,-112.07709335822635,251,119476640.01509288,251,50.125,247.875,404,497132598.0371947,404,11075.811582233711,9.270273737890988e-05,2.2279391104031032e-05,9.27027373789099e-05,2.227939110403103e-05
1439,3041657,93386136.8042899,93386136.80429156,0,252,49.82924735197051,-111.98547478769845,252,93386136.8042899,252,49.875,248.125,357,499695571.0230504,357,65211735.058840305,0.698302095904289,0.13050292786331733,0.6983020959042898,0.13050292786331738
1438,3041657,93386136.8042899,93386136.80429156,0,252,49.82924735197051,-111.98547478769845,252,93386136.8042899,252,49.875,247.875,356,499695571.0230118,356,26971980.264705755,0.28882210130644076,0.05397682474849002,0.2888221013064411,0.05397682474849002
1437,3041657,93386136.8042899,93386136.80429156,0,252,49.82924735197051,-111.98547478769845,252,93386136.8042899,252,49.625,247.875,308,502248690.66655284,308,1141189.9921432105,0.012220122078021192,0.002272161208879798,0.012220122078021206,0.0024748509327193937
1436,3041657,93386136.8042899,93386136.80429156,0,252,49.82924735197051,-111.98547478769845,252,93386136.8042899,252,49.625,248.125,309,502248690.66659164,309,61231.488600533834,0.0006556807112479357,0.00012191468039322616,0.0006556807112479365,0.00012295681038279195
1441,3041703,383100373.4570425,383100373.45703644,0,253,49.936432209845975,-111.84349074962115,253,383100373.4570425,253,49.875,247.875,356,499695571.0230118,356,18804596.03575881,0.04908529810626089,0.03763210467777555,0.04908529810626105,0.03763210467777555
1442,3041703,383100373.4570425,383100373.45703644,0,253,49.936432209845975,-111.84349074962115,253,383100373.4570425,253,49.875,248.125,357,499695571.0230504,357,257891563.7182359,0.6731697006480564,0.5160973574175218,0.6731697006480586,0.516097357417522
1443,3041703,383100373.4570425,383100373.45703644,0,253,49.936432209845975,-111.84349074962115,253,383100373.4570425,253,50.125,247.875,404,497132598.0371947,404,2181819.830964633,0.005695164980592958,0.004388808618825258,0.0056951649805929766,0.004388808618825257
1444,3041703,383100373.4570425,383100373.45703644,0,253,49.936432209845975,-111.84349074962115,253,383100373.4570425,253,50.125,248.125,405,497132598.0372331,405,45003165.801221095,0.11747095257339224,0.09052547746597488,0.11747095257339261,0.09052547746597486
1440,3041703,383100373.4570425,383100373.45703644,0,253,49.936432209845975,-111.84349074962115,253,383100373.4570425,253,49.875,248.375,358,499695571.02305037,358,59219228.07086083,0.1545788836916943,0.11851061227062411,0.1545788836916948,0.11948836134389804
1446,3041725,70452086.37604433,70452086.37604709,0,254,51.399908513384204,-112.57837336872898,254,70452086.37604433,254,51.375,247.375,642,484171556.7142042,642,70452086.37604433,1.0,0.14551058483105123,1.0,0.14551058483105123
1448,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.125,247.375,594,486783099.2995025,594,4094800.2018887135,0.0045324123774528975,0.008411960496946732,0.004532412377452916,0.025002024667682754
1451,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.375,247.875,644,484171556.71420425,644,216541042.13880488,0.23968282974191915,0.4472403203697987,0.23968282974192012,0.489154508671922
1454,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.375,248.125,645,484171556.7142416,645,13412424.786276776,0.014845813499016975,0.027701802388595907,0.014845813499017035,0.02770180238859591
1453,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.375,247.375,642,484171556.7142042,642,71911050.03584798,0.07959619937201762,0.14852390446862926,0.07959619937201795,0.14852390446862926
1452,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.375,247.625,643,484171556.7142416,643,239123517.06178635,0.2646786986019507,0.4938817940577976,0.2646786986019518,0.4938817940577976
1449,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.125,247.875,596,486783099.2995025,596,259007841.55954283,0.28668806512228834,0.532080595920984,0.2866880651222895,0.5320805959209842
1450,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.125,248.125,597,486783099.29954004,597,41333803.67713563,0.04575115613871632,0.08491215848827373,0.045751156138716505,0.08491215848827374
1447,3041812,903448287.7725016,903448287.7724959,0,255,51.26027759043935,-112.22699832470533,255,903448287.7725016,255,51.125,247.625,595,486783099.29954004,595,58023808.31121463,0.06422482514663383,0.11919848572127587,0.06422482514663409,0.17541364605643509
1458,3041952,369952779.3654904,369952779.36549056,0,256,50.975874644318395,-111.94204770569489,256,369952779.3654904,256,51.125,248.125,597,486783099.29954004,597,72636586.61265174,0.19634015653898168,0.14921756058740054,0.19634015653898204,0.14921756058740057
1457,3041952,369952779.3654904,369952779.36549056,0,256,50.975874644318395,-111.94204770569489,256,369952779.3654904,256,51.125,247.875,596,486783099.2995025,596,74448638.4016785,0.20123821891368432,0.15294006408359828,0.20123821891368468,0.15294006408359834
1456,3041952,369952779.3654904,369952779.36549056,0,256,50.975874644318395,-111.94204770569489,256,369952779.3654904,256,50.875,248.125,549,489385021.72833663,549,203160100.79563946,0.5491514380405016,0.41513346705657045,0.5491514380405026,0.41513346705657045
1455,3041952,369952779.3654904,369952779.36549056,0,256,50.975874644318395,-111.94204770569489,256,369952779.3654904,256,50.875,247.875,548,489385021.72829884,548,19707453.555520035,0.05327018650683063,0.04026983393550078,0.05327018650683073,0.04026983393550078
1460,3042123,104741005.20021573,104741005.20021644,0,257,50.84243071063306,-111.71325257165454,257,104741005.20021573,257,50.875,248.125,549,489385021.72833663,549,30768525.164848693,0.29375816191599163,0.06287181625662557,0.29375816191599163,0.06287181625662557
1459,3042123,104741005.20021573,104741005.20021644,0,257,50.84243071063306,-111.71325257165454,257,104741005.20021573,257,50.875,248.375,550,489385021.7283366,550,73972480.03536703,0.7062418380840083,0.1511539519009432,0.7062418380840083,0.15115395190094325
1461,3042338,31607036.10501254,31607036.10500984,0,258,50.80463588325363,-111.63449962683342,258,31607036.10501254,258,50.875,248.375,550,489385021.7283366,550,31607036.10501254,1.0,0.06458521348566729,1.0,0.06458521348566731
1464,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.625,248.625,503,491977276.8745155,503,144659268.3849095,0.17114617326753143,0.294036483359386,0.1711461732675315,0.7804319777843787
1467,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.875,248.625,551,489385021.7282988,551,218104921.7650703,0.25803962060408187,0.44567142859178016,0.258039620604082,0.4456714285917798
1463,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.625,248.875,504,491977276.8745534,504,8757092.179731417,0.010360503217285748,0.017799789932095463,0.010360503217285754,1.0
1465,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.875,248.375,550,489385021.7283366,550,54201880.65217595,0.06412616738002982,0.11075508698806082,0.06412616738002985,0.11075508698806087
1466,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.875,248.875,552,489385021.7283366,552,244911325.36162284,0.2897542383111734,0.5004471213619939,0.28975423831117353,0.5800783799269912
1462,3042412,845238112.0948685,845238112.0948608,0,259,50.77989796197762,-111.36317253800387,259,845238112.0948685,259,50.625,248.375,502,491977276.8745534,502,174603623.7513581,0.20657329721989723,0.3549018053447199,0.2065732972198973,0.35952308299118346
1473,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.875,249.125,553,489385021.72829884,553,428649896.13717794,0.43925520629520626,0.8758950051707133,0.4392552062952068,1.0
1472,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.875,249.375,554,489385021.72833663,554,391235173.2941661,0.4009147985428953,0.799442475604301,0.4009147985428958,0.8007982687450184
1474,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.875,249.625,555,489385021.7283366,555,13885613.459330983,0.014229160113133438,0.028373597153202316,0.014229160113133455,0.04337814548320121
1479,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,51.125,248.875,600,486783099.29954004,600,21692.415474033234,2.2229111729537077e-05,4.456279502153564e-05,2.2229111729537104e-05,4.85282073475098e-05
1475,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.875,248.875,552,489385021.7283366,552,54565224.581088185,0.05591523337787025,0.11149753702796811,0.05591523337787032,0.12923905020976173
1476,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,51.125,249.375,602,486783099.29954004,602,6658873.283212785,0.0068236217576854805,0.013679343618943667,0.006823621757685489,0.016027940483628614
1469,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.625,249.625,507,491977276.8745534,507,5452.075560425378,5.586966418546135e-06,1.1081966214093204e-05,5.586966418546141e-06,2.553156544302537e-05
1477,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,51.125,249.125,601,486783099.2995025,601,43588596.672395505,0.04466703059068115,0.08954418658971723,0.04466703059068121,0.4319660867767715
1468,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.625,249.375,506,491977276.8745534,506,32877820.88206676,0.0336912574206419,0.06682792565326162,0.03369125742064194,0.6418508047028388
1470,3042499,975856153.7665626,975856153.7665604,0,260,50.875225696285035,-110.77162242628268,260,975856153.7665626,260,50.625,249.125,505,491977276.87451535,505,4367810.966088752,0.0044758758237370185,0.008878074600999944,0.004475875823737024,1.0
1481,3042525,281787217.5317241,281787217.5317309,0,261,50.91236709373953,-110.3941049092911,261,281787217.5317241,261,50.875,249.875,556,489385021.7282988,556,13492745.282258885,0.04788274429353719,0.027570817828891196,0.047882744293537054,0.033969885900741334
1480,3042525,281787217.5317241,281787217.5317309,0,261,50.91236709373953,-110.3941049092911,261,281787217.5317241,261,50.875,249.375,554,489385021.72833663,554,20046528.4805351,0.07114065945265323,0.040962693156684236,0.07114065945265302,0.04103216274342987
1482,3042525,281787217.5317241,281787217.5317309,0,261,50.91236709373953,-110.3941049092911,261,281787217.5317241,261,50.875,249.625,555,489385021.7283366,555,239464914.73521888,0.8498075847186344,0.48931802998283974,0.8498075847186319,0.7480795817865993
1483,3042525,281787217.5317241,281787217.5317309,0,261,50.91236709373953,-110.3941049092911,261,281787217.5317241,261,51.125,249.375,602,486783099.29954004,602,8783029.03371203,0.03116901153517803,0.018043003231522275,0.03116901153517794,0.021140793739567565
1486,3042570,257061794.32494405,257061794.32494447,0,262,50.955775315349776,-110.11241956317149,262,257061794.32494405,262,50.875,249.875,556,489385021.7282988,556,189918876.4307761,0.7388063128148299,0.38807660226310925,0.7388063128148307,0.47814751022042384
1487,3042570,257061794.32494405,257061794.32494447,0,262,50.955775315349776,-110.11241956317149,262,257061794.32494405,262,51.125,249.875,604,486783099.2995025,604,67142917.89416768,0.26119368718516894,0.1379319002463081,0.2611936871851692,0.14828026750247766
1488,3042589,47893563.32700009,47893563.32700039,0,263,50.94532739108076,-109.95981771722882,263,47893563.32700009,263,50.875,249.875,556,489385021.7282988,556,5759505.412038318,0.12025635621877785,0.011768863280077936,0.12025635621877794,0.014500365759434926
1489,3042589,47893563.32700009,47893563.32700039,0,263,50.94532739108076,-109.95981771722882,263,47893563.32700009,263,50.875,250.125,557,489385021.72829884,557,42134057.91496174,0.8797436437812215,0.08609592865380769,0.879743643781222,0.1300014592017643
1491,3042952,69761749.38463816,69761749.38463445,0,264,49.910895034736676,-111.60002160533998,264,69761749.38463816,264,49.875,248.375,358,499695571.02305037,358,66844199.09382229,0.95817836684786,0.13376984502177797,0.9581783668478578,0.13487348746776726
1490,3042952,69761749.38463816,69761749.38463445,0,264,49.910895034736676,-111.60002160533998,264,69761749.38463816,264,49.875,248.625,359,499695571.0230118,359,2917550.2908160314,0.04182163315214238,0.00583865549346979,0.04182163315214229,0.005913520628281524
1493,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,49.875,248.375,358,499695571.02305037,358,9108640.253381394,0.0084365481393361,0.018228379000303812,0.008436548139336107,0.018378768744592145
1492,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,49.875,248.625,359,499695571.0230118,359,350135677.8435811,0.3243004904414641,0.7006979812263671,0.32430049044146436,0.7096825580498315
1499,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,50.125,248.625,407,497132598.0371947,407,53672739.49847941,0.049712431049285355,0.10796463500963921,0.0497124310492854,0.6782541351438547
1498,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,50.125,248.875,408,497132598.0372331,408,220256652.8443053,0.20400474747481664,0.44305413427708684,0.2040047474748168,0.9446064276030902
1496,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,49.875,248.875,360,499695571.02305037,360,231237096.3298743,0.21417498556527947,0.4627559452977573,0.21417498556527964,0.46275594529775693
1497,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,50.125,249.125,409,497132598.0371947,409,161085971.69524816,0.14920004709530485,0.3240301930134059,0.14920004709530496,0.43955116715072107
1500,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,50.125,249.375,410,497132598.0372331,410,26924573.95963528,0.024937911479954795,0.05415974342849017,0.024937911479954816,0.05415974342849017
1495,3043021,1079664348.848033,1079664348.8480372,0,265,49.97766560787181,-111.16989725512995,265,1079664348.848033,265,49.875,249.125,361,499695571.0230118,361,27242996.423526935,0.025232838754557688,0.054519187287878426,0.02523283875455771,0.054519187287878454
1502,3043203,1164526162.4506588,1164526162.4506588,0,266,50.229112052886634,-110.61197836949712,266,1164526162.4506588,266,50.375,249.375,458,494559817.85668886,458,314408108.226543,0.26998801603984107,0.6357332255360274,0.269988016039841,0.9999300165893835
1504,3043203,1164526162.4506588,1164526162.4506588,0,266,50.229112052886634,-110.61197836949712,266,1164526162.4506588,266,50.625,249.625,507,491977276.8745534,507,3967190.96410098,0.003406699730774894,0.00806376869538337,0.0034066997307748933,0.018577988254627274
1510,3043203,1164526162.4506588,1164526162.4506588,0,266,50.229112052886634,-110.61197836949712,266,1164526162.4506588,266,50.125,248.875,408,497132598.0372331,408,12916281.838343192,0.011091448397485408,0.025981562845283017,0.011091448397485406,0.05539357239690972
1508,3043203,1164526162.4506588,1164526162.4506588,0,266,50.229112052886634,-110.61197836949712,266,1164526162.4506588,266,50.125,249.125,409,497132598.0371947,409,177587710.82414868,0.15249782834455908,0.35722403142604187,0.15249782834455905,0.4845790402658753
1509,3043203,1164526162.4506588,1164526162.4506588,0,266,50.229112052886634,-110.61197836949712,266,1164526162.4506588,266,50.125,249.625,411,497132598.0372331,411,142858712.83979073,0.12267540004352945,0.28736540996068666,0.12267540004352942,0.5861544669296909
