,S_1_ID,S_1_area_cor,S_1_area_org,S_1_lake,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
393,3013976,500316797.6147694,500316797.6147679,0,82,50.36254469516924,-114.32826486245088,82,500316797.6147694,82,50.125,245.375,394,497132598.0372331,394,1438108.3939014405,0.002874395584472752,0.002892806465678061,0.0028743955844727537,0.0034237940253445524
392,3013976,500316797.6147694,500316797.6147679,0,82,50.36254469516924,-114.32826486245088,82,500316797.6147694,82,50.125,245.625,395,497132598.0372331,395,6970289.716907429,0.013931752341991855,0.01402098704536246,0.013931752341991864,0.014020987045362464
400,3014231,483024002.15824807,506270856.1976825,0,83,50.57832467854972,-112.9868685805912,83,483024002.15824807,83,50.625,246.875,496,491977276.8745534,496,211987565.28446746,0.43887584123617984,0.4308889358288818,0.43887584123617934,0.43088893582888166
397,3014231,483024002.15824807,506270856.1976825,0,83,50.57832467854972,-112.9868685805912,83,483024002.15824807,83,50.375,246.875,448,494559817.85668886,448,19690725.760242514,0.040765522359676544,0.03981464941001009,0.040765522359676495,0.03981464941001011
398,3014231,483024002.15824807,506270856.1976825,0,83,50.57832467854972,-112.9868685805912,83,483024002.15824807,83,50.375,247.125,449,494559817.8566889,449,11837209.778071944,0.02450646287799554,0.023934839327165214,0.024506462877995513,0.023934839327151625
399,3014231,483024002.15824807,506270856.1976825,0,83,50.57832467854972,-112.9868685805912,83,483024002.15824807,83,50.625,247.125,497,491977276.8745534,497,239508501.33546668,0.4958521735261492,0.4868283812964347,0.49585217352614863,0.4868283812964349
401,3014275,499517499.62667793,504430561.67082393,0,84,50.86012108953995,-107.3182023744059,84,499517499.62667793,84,50.625,252.625,519,491977276.87451535,519,3200620.184801867,0.006407423538102068,0.006505626042599165,0.006407423538102065,0.008860543641038596
405,3014275,499517499.62667793,504430561.67082393,0,84,50.86012108953995,-107.3182023744059,84,499517499.62667793,84,50.875,252.875,568,489385021.72833663,568,140781394.6312842,0.2818347600164145,0.28767001109697554,0.2818347600164144,0.3575106211154815
406,3014275,499517499.62667793,504430561.67082393,0,84,50.86012108953995,-107.3182023744059,84,499517499.62667793,84,50.875,252.625,567,489385021.72829884,567,334969783.60055685,0.6705866838517203,0.6844708536799649,0.6705866838517199,0.9506355094929585
404,3014275,499517499.62667793,504430561.67082393,0,84,50.86012108953995,-107.3182023744059,84,499517499.62667793,84,50.875,252.375,566,489385021.72833663,566,20565701.210035272,0.04117113259376371,0.04202356078942591,0.04117113259376369,0.5619033090753116
411,3014453,517709581.96485275,517709581.96485573,0,85,50.12800103938303,-113.47707050408191,85,517709581.96485275,85,50.125,246.625,399,497132598.0371947,399,249000835.15822652,0.4809662479361473,0.5008740849852631,0.48096624793614634,0.5008740849852628
408,3014453,517709581.96485275,517709581.96485573,0,85,50.12800103938303,-113.47707050408191,85,517709581.96485275,85,50.125,246.875,400,497132598.0372331,400,26804637.007612985,0.051775431518732734,0.05391848596016918,0.05177543151873263,0.05391848596016922
409,3014453,517709581.96485275,517709581.96485573,0,85,50.12800103938303,-113.47707050408191,85,517709581.96485275,85,50.375,246.375,446,494559817.8566889,446,429720.4392222012,0.0008300415024023543,0.0008688947700694993,0.0008300415024023527,0.0008688947700694995
410,3014453,517709581.96485275,517709581.96485573,0,85,50.12800103938303,-113.47707050408191,85,517709581.96485275,85,50.125,246.375,398,497132598.0372331,398,241474389.35979205,0.4664282790427196,0.48573437009195414,0.46642827904271866,0.48573437009195447
413,3014497,513332190.32845604,513332190.32845175,0,86,48.702715586323166,-113.52048365036447,86,513332190.32845604,86,48.625,246.625,111,512361721.4605914,111,118042231.66058803,0.22995291135952062,0.23038846720259393,0.22995291135952098,1.0
415,3014497,513332190.32845604,513332190.32845175,0,86,48.702715586323166,-113.52048365036447,86,513332190.32845604,86,48.625,246.125,109,512361721.46063095,109,5693.333548485276,1.1090934205475e-05,1.1111941642039202e-05,1.1090934205475016e-05,1.0
418,3014497,513332190.32845604,513332190.32845175,0,86,48.702715586323166,-113.52048365036447,86,513332190.32845604,86,48.875,246.375,158,509848471.7491345,158,1192454.9933577522,0.0023229694451749826,0.0023388419489947733,0.002322969445174986,0.002344979167920686
414,3014497,513332190.32845604,513332190.32845175,0,86,48.702715586323166,-113.52048365036447,86,513332190.32845604,86,48.625,246.375,110,512361721.46063095,110,269710238.66543704,0.5254107257385567,0.526405910840787,0.5254107257385575,0.8822352463112298
416,3014497,513332190.32845604,513332190.32845175,0,86,48.702715586323166,-113.52048365036447,86,513332190.32845604,86,48.875,246.625,159,509848471.7490951,159,124381571.6755239,0.24230230252254054,0.243957918023797,0.24230230252254092,0.3269342998151299
421,3014628,518946259.053149,518946259.0531535,0,87,52.027142641835226,-112.7843578691957,87,518946259.053149,87,51.875,247.125,737,478919800.7914906,737,122303134.25335887,0.23567591464385707,0.2553728913509812,0.23567591464385684,0.37016082349508084
422,3014628,518946259.053149,518946259.0531535,0,87,52.027142641835226,-112.7843578691957,87,518946259.053149,87,52.125,246.875,784,476279682.92013264,784,58108.05697708464,0.00011197316863427544,0.00012200406412639017,0.00011197316863427535,0.0001220040641263902
423,3014628,518946259.053149,518946259.0531535,0,87,52.027142641835226,-112.7843578691957,87,518946259.053149,87,52.125,247.125,785,476279682.92013264,785,196039129.8471602,0.3777638366732738,0.4116050650013429,0.37776383667327346,0.4293777275966632
424,3014628,518946259.053149,518946259.0531535,0,87,52.027142641835226,-112.7843578691957,87,518946259.053149,87,52.125,247.375,786,476279682.9200958,786,86453982.1547553,0.16659525075389536,0.18151935775362363,0.16659525075389522,0.5588650504153804
420,3014628,518946259.053149,518946259.0531535,0,87,52.027142641835226,-112.7843578691957,87,518946259.053149,87,51.875,247.375,738,478919800.7914536,738,114091904.74089807,0.21985302476034058,0.23822757913193815,0.21985302476034038,0.9771961837903168
425,3014791,524166221.1745918,524166221.1745933,0,88,51.5058353076871,-111.37601586561343,88,524166221.1745918,88,51.375,248.625,647,484171556.7142042,647,236003701.08129948,0.4502459173207391,0.48743817725048083,0.4502459173207381,0.48743817725048083
427,3014791,524166221.1745918,524166221.1745933,0,88,51.5058353076871,-111.37601586561343,88,524166221.1745918,88,51.375,248.875,648,484171556.7142416,648,20353885.48809799,0.03883097511031414,0.042038581585061734,0.03883097511031406,0.12200055405198747
429,3014791,524166221.1745918,524166221.1745933,0,88,51.5058353076871,-111.37601586561343,88,524166221.1745918,88,51.625,248.875,696,481550441.34096086,696,7471350.59571562,0.014253781136398384,0.015515198314241694,0.014253781136398353,1.0
428,3014791,524166221.1745918,524166221.1745933,0,88,51.5058353076871,-111.37601586561343,88,524166221.1745918,88,51.625,248.375,694,481550441.34096086,694,8576644.908710526,0.016362452524108333,0.017810480839405667,0.016362452524108298,0.018196016044429525
430,3014791,524166221.1745918,524166221.1745933,0,88,51.5058353076871,-111.37601586561343,88,524166221.1745918,88,51.625,248.625,695,481550441.34092367,695,251760639.1007693,0.48030687390844223,0.5228126017281128,0.4803068739084412,0.9778315392701906
436,3014862,530107662.09660804,530107662.0966108,0,89,51.161093198815585,-110.26260772007565,89,530107662.09660804,89,51.375,249.875,652,484171556.7142042,652,12108020.498484515,0.02284068192977358,0.025007707145489368,0.022840681929773607,1.0
432,3014862,530107662.09660804,530107662.0966108,0,89,51.161093198815585,-110.26260772007565,89,530107662.09660804,89,50.875,249.625,555,489385021.7283366,555,244051.95963954346,0.00046038187539924083,0.0004986911098701742,0.00046038187539924137,0.0007624093412733189
433,3014862,530107662.09660804,530107662.0966108,0,89,51.161093198815585,-110.26260772007565,89,530107662.09660804,89,51.125,249.875,604,486783099.2995025,604,220874881.75018835,0.4166604211616462,0.45374394071617286,0.4166604211616467,0.4877861668466597
434,3014862,530107662.09660804,530107662.0966108,0,89,51.161093198815585,-110.26260772007565,89,530107662.09660804,89,51.125,249.625,603,486783099.29954004,603,269706122.8492508,0.5087761263109208,0.5540581076815245,0.5087761263109215,0.6250293712146467
435,3014862,530107662.09660804,530107662.0966108,0,89,51.161093198815585,-110.26260772007565,89,530107662.09660804,89,51.375,249.625,651,484171556.7142416,651,27174585.039044213,0.05126238872225894,0.05612594267920342,0.051262388722259,1.0
440,3014941,526986000.77044445,527430991.5969854,0,90,49.666288935569604,-111.45699197078663,90,526986000.77044445,90,49.875,248.375,358,499695571.02305037,358,12736022.811702617,0.02416766819817371,0.02548756392942918,0.024167668198173682,0.02569784418648416
437,3014941,526986000.77044445,527430991.5969854,0,90,49.666288935569604,-111.45699197078663,90,526986000.77044445,90,49.625,248.375,310,502248690.66659164,310,178909289.1001497,0.33949533543317545,0.3562165365980322,0.33949533543317506,0.3572192445091744
439,3014941,526986000.77044445,527430991.5969854,0,90,49.666288935569604,-111.45699197078663,90,526986000.77044445,90,49.875,248.625,359,499695571.0230118,359,64230998.27556163,0.12188368985448762,0.1285402593104106,0.12188368985448748,0.13018844421407072
438,3014941,526986000.77044445,527430991.5969854,0,90,49.666288935569604,-111.45699197078663,90,526986000.77044445,90,49.625,248.625,311,502248690.6665529,311,271109690.5830311,0.5144533065141643,0.5397917319072179,0.5144533065141638,0.539791731907218
445,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,49.875,249.125,361,499695571.0230118,361,22290873.29177893,0.042104410267765964,0.044608907071446505,0.04210441026776596,0.04460890707144653
449,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,50.125,249.375,410,497132598.0372331,410,564849.0658680949,0.0010669226143529278,0.0011362140967987582,0.0010669226143529276,0.0011362140967987582
442,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,49.625,249.375,314,502248690.66659164,314,112796436.37498488,0.21305703781582574,0.22458283808620752,0.2130570378158257,0.24916725139852225
441,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,49.625,249.625,315,502248690.66659164,315,85867567.52253641,0.16219208840944613,0.17096623469256186,0.1621920884094461,0.29187257384219506
444,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,49.875,249.375,362,499695571.0230504,362,307089324.9999523,0.5800497252576435,0.6145528253757259,0.5800497252576434,0.6145528253757259
446,3015031,529418964.6647121,529418964.6647067,0,91,49.79001101317253,-110.5933088642034,91,529418964.6647121,91,49.875,249.625,363,499695571.02305037,363,809913.4095914911,0.0015298156349658155,0.0016208136644743861,0.001529815634965815,0.0016824454761497974
459,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.375,244.625,631,484171556.71420425,631,757500.0718505359,0.0014153256992910988,0.001564528236625993,0.0014153256992910966,0.0015645282367841955
450,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.625,245.125,681,481550441.34092367,681,152215530.7630908,0.2844020225555109,0.3160946760618305,0.28440202255551045,0.31609467606183056
458,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.375,244.875,632,484171556.7142416,632,95426886.02999114,0.17829717675355972,0.19709312681974037,0.17829717675355944,0.19709312681974028
452,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.625,245.375,682,481550441.34096086,682,181997072.09407687,0.3400463483801578,0.37793978879403456,0.34004634838015724,0.37793978879403467
453,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.875,245.375,730,478919800.79149055,730,288131.03651686606,0.0005383488080066696,0.0006016269029609636,0.0005383488080066688,0.0006016269029609636
461,3015152,535212546.64558744,535212546.645592,0,92,51.58725199774914,-114.89451224557416,92,535212546.64558744,92,51.625,244.875,680,481550441.34096086,680,104527426.6500621,0.19530077780347543,0.21706433568825587,0.19530077780347513,0.21706433568825578
462,3015586,555352209.5900393,555352209.590039,0,93,51.131507485123294,-110.63603235075215,93,555352209.5900393,93,50.875,249.375,554,489385021.72833663,554,73000205.90693437,0.1314484837664067,0.1491672255295497,0.13144848376640697,0.14942020170652842
469,3015586,555352209.5900393,555352209.590039,0,93,51.131507485123294,-110.63603235075215,93,555352209.5900393,93,51.375,249.375,650,484171556.7142416,650,93968789.09123203,0.1692057535173935,0.19408159729360655,0.16920575351739386,1.0
466,3015586,555352209.5900393,555352209.590039,0,93,51.131507485123294,-110.63603235075215,93,555352209.5900393,93,51.125,249.125,601,486783099.2995025,601,11951821.73313902,0.021521156352221682,0.024552663702454132,0.021521156352221727,0.11844340167040074
464,3015586,555352209.5900393,555352209.590039,0,93,51.131507485123294,-110.63603235075215,93,555352209.5900393,93,50.875,249.625,555,489385021.7283366,555,5805129.878522379,0.010453059838922264,0.011862091442890289,0.010453059838922286,0.01813501212293969
465,3015586,555352209.5900393,555352209.590039,0,93,51.131507485123294,-110.63603235075215,93,555352209.5900393,93,51.125,249.375,602,486783099.29954004,602,370626262.9802103,0.6673715465250538,0.7613786582022375,0.6673715465250553,0.8920992234065124
471,3015660,557182783.8622484,557182783.8622458,0,94,51.30485950222047,-114.05818870169662,94,557182783.8622484,94,51.125,245.875,588,486783099.2995025,588,100924088.5717344,0.18113281941727355,0.20732866181461027,0.18113281941727358,0.20732866181461018
473,3015660,557182783.8622484,557182783.8622458,0,94,51.30485950222047,-114.05818870169662,94,557182783.8622484,94,51.375,245.875,636,484171556.71420425,636,313886014.98515785,0.5633447839313706,0.6482950322718726,0.5633447839313707,0.6482950322718735
474,3015660,557182783.8622484,557182783.8622458,0,94,51.30485950222047,-114.05818870169662,94,557182783.8622484,94,51.375,246.125,637,484171556.7142416,637,68080807.07982965,0.12218756403044423,0.14061298342647374,0.12218756403044426,0.14061298342647333
472,3015660,557182783.8622484,557182783.8622458,0,94,51.30485950222047,-114.05818870169662,94,557182783.8622484,94,51.125,246.125,589,486783099.29954004,589,74291873.22552644,0.13333483262091156,0.15261802090588036,0.1333348326209116,0.15261802090588042
475,3016005,564177728.8641644,564177728.8641558,0,95,49.96950064747269,-113.9228736785638,95,564177728.8641644,95,49.875,245.875,348,499695571.0230118,348,56059861.53807405,0.09936560532252317,0.11218802965034164,0.09936560532252295,0.11218802965034164
479,3016005,564177728.8641644,564177728.8641558,0,95,49.96950064747269,-113.9228736785638,95,564177728.8641644,95,50.125,246.125,397,497132598.0372331,397,104729946.05648354,0.18563289668901323,0.21066803196969133,0.1856328966890128,0.21066803196969125
477,3016005,564177728.8641644,564177728.8641558,0,95,49.96950064747269,-113.9228736785638,95,564177728.8641644,95,49.875,246.375,350,499695571.02305037,350,32953519.205048196,0.05840981931596653,0.06594719088180209,0.0584098193159664,0.06594719088180212
476,3016005,564177728.8641644,564177728.8641558,0,95,49.96950064747269,-113.9228736785638,95,564177728.8641644,95,49.875,246.125,349,499695571.02305037,349,280433558.7190353,0.49706598536532204,0.5612088138882049,0.49706598536532093,0.5612088138882048
480,3016005,564177728.8641644,564177728.8641558,0,95,49.96950064747269,-113.9228736785638,95,564177728.8641644,95,50.125,245.875,396,497132598.0371947,396,90000843.34552453,0.15952569330717734,0.1810399151068963,0.15952569330717697,0.1810399151068963
483,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.625,251.625,323,502248690.6666304,323,196776782.48615855,0.3422756945095915,0.39179152906297954,0.3422756945095919,0.935958884270671
482,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.375,251.375,274,504791911.0652719,274,20540293.419514634,0.035728011743914406,0.040690615220374794,0.03572801174391445,1.0
481,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.375,251.625,275,504791911.0653499,275,18502240.059573174,0.03218299936792113,0.036653202347329,0.03218299936792116,1.0
486,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.875,251.625,371,499695571.02308893,371,96651239.07560655,0.1681162257144985,0.1934202436049622,0.1681162257144987,0.20411173293193624
485,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.875,251.375,370,499695571.0230118,370,21782936.45944822,0.03788947868196994,0.043592414507202186,0.037889478681969985,0.057784998914243456
484,3016302,574907262.3111552,574907262.3111538,0,96,49.6526862182256,-108.49483057330876,96,574907262.3111552,96,49.625,251.375,322,502248690.66655284,322,220653770.81085348,0.3838075899821035,0.43933169943761463,0.38380758998210396,0.5293567683176544
489,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.375,246.875,832,473630135.82255274,832,309642.17333704315,0.0006000783473822185,0.0006537636647619309,0.0006000783473822188,0.0006537636647619312
490,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.625,246.875,880,470971207.8361844,880,66330573.82976878,0.12854689881457468,0.14083785319810935,0.12854689881457476,0.3314764290082052
488,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.375,247.375,834,473630135.8225162,834,36663843.473682396,0.0710535595434526,0.07741028431396407,0.07105355954345265,0.6365080172314649
491,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.625,247.375,882,470971207.8361479,882,47305256.857621424,0.09167633740483386,0.10044192950767182,0.09167633740483391,1.0
492,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.625,247.125,881,470971207.83618426,881,221583259.63875178,0.4294225002317539,0.47048154101985795,0.4294225002317541,0.8962243747935339
487,3016827,516002909.76640975,595115129.9153962,0,97,52.52152364605221,-112.86559718902618,97,516002909.76640975,97,52.375,247.125,833,473630135.82255274,833,143810333.79324806,0.2787006256580022,0.30363425575421393,0.27870062565800235,0.3414965409113963
494,3017071,603930545.0676353,603930545.0676337,0,98,50.62192699049771,-114.62111092378309,98,603930545.0676353,98,50.625,245.625,491,491977276.8745534,491,148513184.25900036,0.24591103310127838,0.3018700074980677,0.2459110331012785,0.3018700074980674
495,3017071,603930545.0676353,603930545.0676337,0,98,50.62192699049771,-114.62111092378309,98,603930545.0676353,98,50.625,245.125,489,491977276.87451535,489,172617526.31158054,0.28582347377751655,0.3508648354822467,0.28582347377751666,0.3581800704666548
493,3017071,603930545.0676353,603930545.0676337,0,98,50.62192699049771,-114.62111092378309,98,603930545.0676353,98,50.625,245.375,490,491977276.87455344,490,266296223.5394015,0.44093849154388853,0.5412774858853957,0.44093849154388876,0.5412774858853968
496,3017071,603930545.0676353,603930545.0676337,0,98,50.62192699049771,-114.62111092378309,98,603930545.0676353,98,50.625,245.875,492,491977276.87451535,492,16503610.957652707,0.02732700157731621,0.03354547401558578,0.02732700157731622,0.033545474015585795
505,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.875,248.125,549,489385021.72833663,549,1471729.7322640053,0.0023326901957887005,0.0030073044063881867,0.0023326901957887013,0.0030073044063881867
502,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.625,247.875,500,491977276.87451535,500,385860956.1680006,0.6115892406455002,0.7843064594758082,0.6115892406455005,0.784306459475808
500,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.625,248.125,501,491977276.8745534,501,12824033.570047209,0.020326080749415814,0.02606631276045121,0.020326080749415824,0.026066312760451186
504,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.875,247.625,547,489385021.7283366,547,6895244.029122606,0.01092895508712844,0.014089609863356703,0.010928955087128446,0.014089609863356703
501,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.625,247.625,499,491977276.8745534,499,167380615.78751907,0.2652981134056351,0.3402202167767975,0.2652981134056352,0.3402202167767974
498,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.375,247.875,452,494559817.85665065,452,147984.17837007385,0.000234554778943471,0.0002992240231149701,0.0002345547789434711,0.00029922402311496963
503,3017748,630915213.2250473,630915213.2250416,0,99,50.653123858171966,-112.17028416745178,99,630915213.2250473,99,50.875,247.875,548,489385021.72829884,548,56334649.759723514,0.08929036513758776,0.11511314661975881,0.0892903651375878,0.11511314661975881
513,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,51.375,253.375,666,484171556.7142042,666,26759713.1644814,0.04539695445937988,0.05526907310723556,0.04539695445937985,0.0668737961982542
507,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,50.875,253.375,570,489385021.7282988,570,251357947.09473202,0.4264203135184804,0.5136200250000361,0.42642031351848014,0.8059950475332426
510,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,51.125,253.625,619,486783099.29954004,619,76025345.91025425,0.12897444545958012,0.1561790991093394,0.12897444545958003,0.7630219795297747
508,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,50.875,253.125,569,489385021.72833663,569,478477.2639762751,0.0008117206051151111,0.0009777112962845917,0.0008117206051151105,0.0011234946510211413
511,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,51.125,253.375,618,486783099.29950243,618,202563830.0974334,0.34364273314620036,0.41612749166708884,0.34364273314620014,0.46343169761703584
506,3017838,589460537.2354958,637234059.250895,0,100,51.01411539080533,-106.57906265219619,100,589460537.2354958,100,50.875,253.625,571,489385021.72833663,571,32275223.704618882,0.05475383281124481,0.06595057525592853,0.054753832811244775,0.7149218454022694
520,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,51.125,245.125,585,486783099.2995025,585,165564737.64073893,0.25488063696419805,0.34012014361014636,0.254880636964198,0.3401201436101464
522,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,51.125,245.625,587,486783099.29954004,587,4313291.527619154,0.006640148787946596,0.008860807891288328,0.0066401487879465945,0.008860807891288328
519,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,51.125,245.375,586,486783099.29954004,586,315112585.3226957,0.4851038790443579,0.6473367415099849,0.4851038790443578,0.6473367416259416
515,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,50.875,245.125,537,489385021.72829884,537,109152768.41005823,0.1680365489367079,0.2230406807804973,0.16803654893670789,0.2230406807804974
517,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,50.875,245.375,538,489385021.7283366,538,55287631.99042616,0.08511321347024906,0.11297369052115572,0.08511321347024904,0.11297369052115575
518,3018060,649577541.9142376,649577541.9142388,0,101,51.052311570190184,-114.73026646620522,101,649577541.9142376,101,50.875,244.875,536,489385021.7283366,536,146527.02269961065,0.00022557279654067275,0.00029941051767814325,0.0002255727965406727,0.0002994105176781432
523,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.625,245.375,490,491977276.87455344,490,143110040.6045522,0.22166287227677936,0.2908875009709911,0.22166287227677917,0.29088750097099164
530,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.875,245.375,538,489385021.7283366,538,126369947.56051698,0.1957341736987751,0.2582219355921899,0.19573417369877494,0.25822193559219
524,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.625,245.625,491,491977276.8745534,491,131359304.7682628,0.2034621796780328,0.2670027884270708,0.2034621796780326,0.2670027884270706
525,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.625,245.125,489,491977276.87451535,489,32090057.845762603,0.04970423014046348,0.06522670731792264,0.04970423014046344,0.06658662898301056
528,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.875,245.125,537,489385021.72829884,537,1706392.5178017155,0.00264302815602375,0.0034868098573500803,0.0026430281560237477,0.003486809857350082
527,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.875,245.875,540,489385021.72829884,540,22201272.837799124,0.0343875096718438,0.04536565659364423,0.03438750967184377,0.0453656565936442
526,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.625,245.875,492,491977276.87451535,492,14012422.489849778,0.021703814795487116,0.028481848956255378,0.021703814795487095,0.02848184895625539
529,3018105,645620257.1707988,645620257.1707909,0,102,50.753457541387725,-114.48598905862848,102,645620257.1707988,102,50.875,245.625,539,489385021.72833663,539,174770818.5462541,0.2707021915825954,0.3571233502999841,0.2707021915825952,0.3571233502999841
536,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,51.875,246.125,733,478919800.7914906,733,173135474.65782407,0.266355874874115,0.3615124586030696,0.2663558748741147,0.3615124586030696
531,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,51.625,246.625,687,481550441.34092367,687,10091378.584377227,0.015524825151170932,0.02095601564869676,0.015524825151170915,0.02095601564869677
533,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,51.625,246.125,685,481550441.34096086,685,53362.17829984927,8.209368827697127e-05,0.00011081326839043697,8.209368827697117e-05,0.00011081326839043697
539,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,51.625,246.375,686,481550441.34096086,686,179566876.9038393,0.2762501023586343,0.37289318311868663,0.27625010235863395,0.37289318311868663
538,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,52.125,246.125,781,476279682.92013264,781,9214540.732466934,0.014175876221843284,0.019346911201358386,0.014175876221843268,0.01934691120135837
535,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,51.875,246.375,734,478919800.7914906,734,268001563.1010857,0.4123001998781545,0.559595912840043,0.4123001998781541,0.5595959128400432
537,3018218,650015603.1461716,650015603.1461679,0,103,51.820259755014646,-113.6873475143026,103,650015603.1461716,103,52.125,246.375,782,476279682.92013264,782,9952406.988279313,0.015311027827806275,0.020896140115110123,0.015311027827806257,0.02089614011511012
545,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.625,244.375,678,481550441.34096086,678,314850761.40303445,0.4806973259798859,0.6538271681908915,0.4806973259798862,0.6538271681908916
543,3018261,654987544.940512,654987544.9405097,0,104,51.56207222877143,-115.60686862458475,104,654987544.940512,104,51.375,244.375,630,484171556.7142416,630,78592791.29384865,0.11999127601882369,0.1623242633813662,0.11999127601882376,0.16232426338136619
